Title,Lyric,Valence,Arousal
the rising,"Can't see nothing in front of me
Can't see nothing coming up behind
Make my way through this darkness
I can't feel nothing but this chain that binds me
Lost track of how far I've gone
How far I've gone, how high I've climbed
On my back's a sixty pound stone
On my shoulder, a half-mile line

Come on up for the rising
Come on up, lay your hands in mine
Come on up for the rising
Come on up for the rising tonight

Left the house this morning
Bells were ringing and filled the air
I was wearing the cross of my calling
On wheels of fire, I come rolling down here

Come on up for the rising
Come on up, lay your hands in mine
Come on up for the rising
Come on up for the rising tonight
There's spirits above and behind me
Faces gone black, eyes burning bright
May their precious blood bind me
Lord, as I stand before your fiery light

I see you Mary in the garden
In the garden of a thousand sighs
There's holy pictures of our children
Dancing in a sky filled with light
May I feel your arms around me
May I feel your blood mix with mine
A dream of life comes to me
Like a catfish dancing on the end of the line

Sky of blackness and sorrow (A dream of life)
Sky of love, sky of tears (A dream of life)
Sky of glory and sadness (A dream of life)
Sky of mercy, sky of fear (A dream of life)
Sky of memory and shadow (A dream of life)
Your burning wind fills my arms tonight
Sky of longing and emptiness (A dream of life)
Sky of fullness, sky of blessed life (A dream of life)
Come on up for the rising
Come on up, lay your hands in mine
Come on up for the rising
Come on up for the rising tonight2EmbedShare URLCopyEmbedCopy",3.85,5.64
state trooper,"New Jersey turnpike, ridin' on a wet night
'Neath the refinery's glow, out where the great black rivers flow
License, registration, I ain't got none
But I got a clear conscience 'bout the things that I done

Mister state trooper, please don't stop me
Please don't stop me, please don't stop me

Maybe you got a kid, maybe you got a pretty wife
The only thing that I got's been botherin' me my whole life

Mister state trooper, please don't stop me
Please don't stop me, please don't stop me

In the wee, wee hours, your mind gets hazy
Radio relay towers gon' lead me to my baby
Radio's jammed up with talk show stations
It's just talk, talk, talk, talk, till you lose your patience

Mister state trooper, please don't stop me
Hey, somebody out there, listen to my last prayer
Hi ho silver-o, deliver me from nowhere
Hi ho1EmbedShare URLCopyEmbedCopy",3.5612962962962964,4.338148148148148
tougher than the rest,"Well, it's Saturday night
You're all dressed up in blue
I been watching you awhile
Maybe you been watching me, too
So somebody ran out
Left somebody's heart in a mess
Well, if you're looking for love
Honey, I'm tougher than the rest

Some girls, they want a handsome Dan
Or some good-lookin' Joe on their arm
Some girls like a sweet-talkin' Romeo
Well, 'round here, baby
I learned you get what you can get
So if you're rough enough for love
Honey, I'm tougher than the rest

The road is dark
And it's a thin thin line
But I want you to know I'll walk it for you any time
Maybe your other boyfriends
Couldn't pass the test
Well, if you're rough and ready for love
Honey, I'm tougher than the rest
Well, it ain't no secret
I've been around a time or two
Well, I don't know baby maybe you've been around too
Well, there's another dance
All you gotta do is say yes
And if you're rough and ready for love
Honey, I'm tougher than the rest
If you're rough enough for love
Baby, I'm tougher than the rest6EmbedShare URLCopyEmbedCopy",6.84,3.81
fire,"I'm driving in my car
I turn on the radio
I'm pulling you close
You just say no
You say you don't like it
But girl I know you're a liar
Cause when we kiss
Ooooh, Fire

Late at night
I'm takin' you home
I say I wanna stay
You say you wanna be alone
You say you don't love me
But you can't hide your desire
And when we kiss
Oh, Fire
Fire

You got a hold on me right from the start
A grip so tight, I couldn't tear it apart
My nerves all jumpin'
Actin' like a fool
Well your kisses they burn
But your heart stays cool
Romeo and Juliet
Samson and Delilah
You can bet
Their love they couldn't deny
Your words say split
But your words they lie
When we kiss
Mmmmmm, Fire
Fire



You got a hold on me right from the start
A grip so tight, I couldn't tear it apart
My nerves all jumpin'
Actin' like a fool
Your kisses they burn
But your heart stays cool

Romeo and Juliet
Samson and Delilah
You can bet
Their love they couldn't deny
Your words say split
But your words they lie
When we kiss
Mmmmmm, Fire
Fire
Fire, Fire, Fire, FireEmbedShare URLCopyEmbedCopy",5.11,5.52
downbound train,"I had a job, I had a girl
I had something going, mister, in this world
I got laid off down at the lumber yard
Our love went bad. Times got hard
Now I work down at the carwash
Where all it ever does is rain
Don't you feel like you're a rider on a downbound train?
She just said ""Joe, I gotta go. We had it once. We ain't got it any more.""
She packed her bags left me behind
She bought a ticket on the Central Line
Nights as I sleep, I hear that whistle whining
I feel her kiss in the misty rain
And I feel like I'm a rider on a downbound train
Last night I heard your voice
You were crying, crying. You were so alone
You said your love had never died
You were waiting for me at home
Put on my jacket, I ran through the woods
I ran 'till I thought my chest would explode
There in the clearing, beyond the highway
In the moonlight, our wedding house shone
I rushed through the yard. I burst through the front door
My head pounding hard, up the stairs I climbed
The room was dark. Our bed was empty
Then I heard that long whistle whine
And I dropped to my knees, hung my head, and cried
Now I swing a sledge hammer on a railroad gang
Knocking down them cross ties, working in the rain
Now don't it feel like you're a rider on a downbound train?2EmbedShare URLCopyEmbedCopy",3.1333333333333333,3.301666666666667
riptide,"I was scared of dentists and the dark
I was scared of pretty girls and starting conversations
Oh, all my friends are turning green
You're the magician's assistant in their dream

Oh, oh-o-oh, and they come unstuck

Lady, running down to the riptide
Taken away to the dark side
I wanna be your left hand man
I love you, when you're singing that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong

There's this movie that I think you'll like
This guy decides to quit his job and heads to New York City
This cowboy's running from himself
And she's been living on the highest shelf

Oh, oh-o-oh, and they come unstuck
Lady, running down to the riptide
Taken away to the dark side
I wanna be your left hand man
I love you when you're singing that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong

I just wanna, I just wanna know
If you're gonna, if you're gonna stay
I just gotta, I just gotta know
I can't have it, I can't have it, any other way
I swear she's destined for the screen
Closest thing to Michelle Pfeiffer that you've ever seen, oh

Lady, running down to the riptide
Taken away to the dark side
I wanna be your left hand man
I love you, when you're singing that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong
Oh lady, running down to the riptide
Taken away to the dark side
I wanna be your left hand man
I love you when you're singing that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong
Oh lady, running down to the riptide
Taken away to the dark side
I wanna be your left hand man
I love you when you're singing that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong, yeah
I got a lump in my throat 'cause
You're gonna sing the words wrong349EmbedShare URLCopyEmbedCopy",7.19,4.8
georgia,"She is something to behold
Elegant and bold
She is electricity
Running to my soul

And I could easily lose my mind
The way you kiss me will work each time
Calling me to come back to bed
Singing ""Georgia On My Mind""

And I
And I

Lips generous and warm
You build me up like stairs
Eyes innocent and wild
Remind me what it's like

And I could easily lose my mind
The way you kiss me will work each time
Pulling me back into the flames
And I'm burning up again, I'm burning up
And I, I never understood what was at stake
I never thought your love was worth its weight
Well, now you've come and gone
I've finally worked it out, I worked it out

I never should have told you
I never should have let you see inside
Don't want it troubling your mind
Won't you let it be?
I never should have told you
I never should have let you see inside
Don't want it troubling your mind
Won't you let it be?
I never should have told you
I never should have let you see inside
Don't want it troubling your mind
Won't you let it be?
I never should have told you
I never should have let you see inside
Don't want it troubling your mind
Won't you let it be?
And I could easily lose my mind
The way you kiss me will work each time
Pulling me back into the flames
And I'm burning up again, I'm burning up

And I, I never understood what was at stake
I never thought your love was worth its weight
Well, now you've come and gone
I've finally worked it out, I worked it out

Oh, oh, oh, oh
Ooh
Oh, oh, oh, oh60EmbedShare URLCopyEmbedCopy",5.346,4.994
mess is mine,"Talking like we used to do
It was always me and you
Shaping up and shipping out
Check me in and check me out
Do you like walking in the rain?
When you think of love, do you think of pain?
You can tell me what you see
I will choose what I believe

Well, hold on, darling
This body is yours
This body is yours and mine
Well, hold on, my darling
This mess was yours
Now your mess is mine
Ah, ooh
Your mess is mine

See you in the marketplace
Walkin 'round at 8:00am
I got two hours before my flight
Luck, be on my side tonight
You're the reason that I feel so strong
The reason that I'm hanging on
You know you gave me all that time
Well, did I give enough of mine?
Well, hold on, darling
This body is yours
This body is yours and mine
Well, hold on, my darling
This mess was yours
Now your mess is mine
Ooh, ah, ah
Your mess is mine
Your mess is mine

Bring me to your house
Tell me, ""Sorry for the mess"", hey, I don't mind
You're talking in your sleep, out of time
Well, you still make sense to me, your mess is mine
Ah, ooh

Your mess is mine
This body is yours and this body is mine
Ooh, ooh
Your mess is mine
Your mess is mine54EmbedShare URLCopyEmbedCopy",7.472,4.34
take your time,"There's an ocean inside my head
Waves that don't ever rest
This kind of beauty ain't ordinary
You look, but do you really see?

Won't you take your time on me?
'Cause we got nowhere else to be

We'll go dancing in the kitchen
You fall in my arms
Baby won't you let your phone keep ringing
Are you thinking what I'm thinking?
Won't you take your time on me?
Oh, oh, oh
On me
Oh, oh

I'll let you figure me out
Tear all my fences down
We've been so tired
Asleep on our feet
Chasing things we'll never keep
Won't you take your time on me?
'Cause we got nowhere else to be

We'll go dancing in the kitchen
You fall in my arms
Baby won't you let your phone keep ringing
Are you thinking what I'm thinking?
We could walk away with nothing
We could go too far
I'll admit I never saw you coming
Now I see your colors running
Won't you take your time on me?
Won't you take your time on me?
Oh, oh, oh
On me
Oh, oh

And you know my heart, well it's waiting for your call
(Take your time on me)
And you know my heart, well it's waiting for your call
(Take your time on me)
And you know my heart, well it's waiting for your call
(Take your time on me)
And you know my heart, well it's waiting for your call
(Take your time on me)
And you know my heart, well it's waiting for your call
(Take your time on me)
And you know my heart, well it's waiting for your call
(Take your time on me)2EmbedShare URLCopyEmbedCopy",7.378000000000001,4.15
wasted time,"Why, why do you go wasting your time on me?
You’re so beautiful now
There’s so much that’s left for you now
Oh yeah, babe
And why, why do you go flashing those eyes at me?
You know that I'm eager to please
I’ve always been eager to please
Oh yeah, babe

But I've, I’ve got a lot to say
And I'm scared that you’re gonna slip away
And you, you’ve got this wide-eyed gaze
And a smile that you'll carry through your days

Oh, why?
Oh, why?
It’s the easiest way
To know you’re alive
And the beauty you heard
I see her talking with her hands
Well, I don’t think she knows
How she changed all my plans
Why, why do you go wasting your youth on me?
You’re so beautiful now
There’s so much time left for you now
Oh yeah, babe
Why? We look at the faces on your bedroom wall
Nobody’s perfect at all
Well, sometimes it makes you feel small
Oh yeah, babe

Well, I've, I’ve got a lot to say
And I'm scared that you’re gonna slip away
And you, you've got this wide-eyed gaze
And a smile that you'll carry through your days

Oh, why?
Oh, why?
It’s the easiest way
To know you’re alive
And the beauty you heard
I see her talking with her hands
Well, I don’t think she knows
How she changed all my plans
The things that I thought would last
Well, they’re fading, they’re fading
The feelings I used to have
Well, they’re changing, they’re changing
The things that I thought would last
Well, they’re fading, they’re fading
The feelings I used to have
They’re changing, they’re changing, they're changing now

They’re changing, they're changing now
They’re changing, they're changing now17EmbedShare URLCopyEmbedCopy",6.675,6.085
red eye,"She don’t like small places
Give her highways and by-ways
And don’t get stuck in her head
And it’s been so long
And I will read into everything you don’t say
All of your silent ways

I’m a dog lying down on a warm bit of pavement
Checking this collar, you see what the name is
Think that it’s worth it? Well, I hope that you’re right
You’re falling asleep on the red eye tonight

And you know that you’re looking well
Won’t you come through my door asking, ""How was your day?""?
And you know that I’m still a dog
And I’m trusting my nose, will it show me the way?

I’m glad that you’re still here
Won’t you hold up a candle?
I’m stumbling in the dark
And when I needed hope
I remind myself that at least I got one thing right
It'll always be right
I’m a dog lying down on a warm bit of pavement
Checking this collar, you see what the name is
Think that it’s worth it? Well, I hope that you’re right
You’re falling asleep on the red eye tonight

And you know that you’re looking well
Won’t you come through my door asking, ""How was your day?""?
Well, you know that I’m still a dog
And I’m trusting my nose, will it show me the way?

Won’t you get out while you can?
Won’t you cover your eyes if you’re tired of seeing?
Won’t you get out while you can?
And try saving yourself

Can we talk in the morning?
Oh, baby, it’s late
Can we talk in the morning?
Oh, baby, it’s late
Can we talk in the morning?
(Tell me when, tell me when)
Oh, baby, it’s late
Can we talk in the morning?
(Tell me when, tell me when)
Oh, baby, it's late
Baby, it's late
(Tell me when, tell me when)
Ooh
(Tell me, tell me when, tell me when)
Ooh
(Tell me, tell me when, tell me when)
Ooh
(Tell me, tell me when, tell me when)
(Tell me)8EmbedShare URLCopyEmbedCopy",7.217500000000001,5.5775
first time,"Come over to my house,  jump in the neighbour's pool
It felt nice, felt so nice
And it was getting dark, you wrapped your long legs
Around me, I held on tight
Lying in my bed, the unfamiliar sheets
Were so cool on your skin
When your daddy called, said you were at a friend's
And we walked the long way home

Going on my first impression, I recall you wearing white
There was something sweet in the air, babe, that summer night
There will always be another time for us to fall in love
But it never cuts you quite as deep as that first time
You'll find out that the deepest cut is the first time
First times always cut the deepest

Breathe me with your hands, show me a safe place
And I'll come down, yeah, I'll come down
And can you recognise the look upon my face?
It's on my lips, it's in my eyes
This bar will never break, won't you say it one more time?
Won't you say my name? Won't you say my name?
This bar will never break, won't you say it one more time?
Won't you say, say my name?
Going on my first impression, I recall you wearing white
There was something sweet in the air, babe, that summer night
There will always be another time for us to fall in love
But it never cuts you quite as deep as that first time
You'll find out that the deepest cut is the first time
First times always cut the deepest

Ooh-oh, da-da-da, da-da, da-da-da
Da-da-da, da-da, da-da-da
Da-da-da, da-da-da
Da-da-da-da, ooh-oh
Da, da-da, da-da, da-da-da
Da-da-da, da-da, da-da-da
Da, da-da-da
(Ooh, ooh)

Going on my first impression, I recall you wearing white
There was something sweet in the air, babe, that summer night
There will always be another time for us to fall in love
But it never cuts you quite as deep as that first time
You'll find out that the deepest cut is the first time

First times always cut the deepest, the first time
You'll find out that the deepest cut is the first time
First times always cut the deepest, the first time
You'll find out that the deepest cut is the first time
First times always cut the deepest18EmbedShare URLCopyEmbedCopy",4.113333333333333,3.8083333333333336
one of these days,"You think you're ready
But you've got too much on your mind
Too much left to prove
No easy answers
You've got to work it out yourself
You won't hear anyone but you

The moment you stop looking
Wherever you go, you'll be in the right place
You'll never know the difference it makes
When you let go, and give up the chase
I'll come find you one of these days

We've got potential
But it's the future you and me
When the coast is cleared
You see the sunrise
I see your soul shine through to your eyes
When you're here

The moment you stop looking
Wherever you go, you'll be in the right place
You'll never know the difference it makes
When you let go, and give up the chase
I'll come find you one of these days

The moment you stop looking
Yeah, the moment you stop looking
Wherever you go, you'll be in the right place
You'll never know the difference it makes
When you let go, and give up the chase
I'll come find you one of these days
I'll come find you one of these days
I'll come find you one of these days1EmbedShare URLCopyEmbedCopy",2.67,4.37
emmylou,"Oh, if you're losing sleep
Oh, if you're losing sleep, scared of shadows
Oh, see it's just a chair, see the clothes hang there
Oh, don't go losing sleep, scared of shadows

Oh, don't feel bad
I never have
Since I got you
My Emmylou

You wear your socks to bed
You wear your socks to bed, that's what I do
Oh, come on, sleepyhead, get yourself to bed
Don't go losin' all the nighttime

Oh, don't feel bad
I never have
Since I got you
My Emmylou

You are loved, you are loved, you are loved, you are loved
You are loved, you are loved, you are loved, you are loved
You are loved, you are loved, you are loved, you are loved
You are loved, you are loved, you are loved, you are loved
Oh, don't feel bad
(You are loved, you are loved, you are loved, you are loved)
I never have
(You are loved, you are loved, you are loved, you are loved)
Since I've got you
(You are loved, you are loved, you are loved, you are loved)
Oh, now, my Emmylou8EmbedShare URLCopyEmbedCopy",6.485833333333333,4.427499999999999
little boy,"I was only ten years old
Like the back of my hand knew the roads
I swerved my bike and lost control
Over the handles in the air
A lady who came walking by found me lying there
And the nurse at the hospital said

""Little boy, don't be scared
Now your father is waiting in the next room
Little boy, don't be sad
Now your mom's on her way, you'll be out of here soon""

We drove so slowly through these streets
In the suburbs of our dreams
At night my father closed his eyes
He saw the new car in the drive
My mother standing in the doorway
Friday night, a smile on her face
And the voice I can hear in my head

""Little boy, don't be scared
Now you know we'll be sleeping in the next room
Little boy, don't be sad
Now tomorrow is as it is coming 'round soon""
We only need a little space
Just somewhere we could call our place
My mother standing in the doorway
Friday night, a smile on her face
These things always start so small
With no applause and no drum roll
And I came running up the hallway
See the car turn in the driveway

And I'll always be that little boy
And I've always been that little boy
Yeah, I'll always be that little boy
And I'll always be that little boy2EmbedShare URLCopyEmbedCopy",6.505,4.055000000000001
who am i,"Hold me up to the light
Tell me if the sun comes shining through
And I got this heaviness in my chest
Since your love came breaking through

And I wanna know where it's coming from
Where this is coming from, where this is coming from
And I wanna know what you're running from
What are you running from?

Who am I, who am I
Without you, without you?
Who am I, who am I
Without you, without you?

Lay my dreams down at your feet
Baby, watch out where you step
And there's no need for us
Knowing all the answers yet

And I wanna know what you're running from
What are you running from? What are you running from?
And I wanna know where it's coming from
Where this is coming from
Who am I, who am I
Without you, without you?
Who am I, who am I
Without you, without you?

You're back for a minute and you're gone
And I never know how close I came
You're back for a minute and you're gone
And I never know how close
You're back for a minute and you're gone
And I'll never know how

Who am I, who am I
Without you, without you?
Who am I, who am I
Without you, without you?
Who am I, who am I
Without you, without you?
Who am I?2EmbedShare URLCopyEmbedCopy",2.35,5.39
winds of change,"I miss you more than you could know
I watch the grass on the back lawn grow
And I will not allow the winds of change to blow
And I hope you decide to come back home

'Cause this heavy heart, oh, how it's yearned
'Cause I've been alone far too long
When are you coming home, my love?
My love

You reach out for me in the night
And an errant finger pokes me in the eye
And I leave your contact lenses on the bedside table
And I'm hoping you decide to come back home

'Cause this heavy heart, oh, how it's yearned
'Cause I've been alone far too long
When are you coming home, my love?
My love

Oh, you went running with my heart
And it's a long, long, long way back
And this right here, well, it just ain't living
Oh, I want you to come back
Well, I've been alone far too long
When are you coming home, my love?
Well, I've been alone far too long
When are you coming home, my love?
My love
Well, I've been alone far too long
When are you coming home, my love?
Well, I've been alone far too long
When are you coming home, my love?
My love2EmbedShare URLCopyEmbedCopy",6.606666666666667,4.716666666666667
love,"Look at you, kids, with your vintage music
Comin' through satellites while cruisin'
You're part of the past, but now you're the future
Signals crossing can get confusin'

It's enough just to make you feel crazy, crazy, crazy
Sometimes it's enough just to make you feel crazy

You get ready, you get all dressed up
To go nowhere in particular
Back to work or the coffee shop
Doesn't matter 'cause it's enough
To be young and in love, ah, ah
To be young and in love, ah, ah

Look at you, kids, you know you're the coolest
The world is yours and you can't refuse it
Seen so much, you could get the blues, but
That don't mean that you should abuse it

Though it's enough just to make you go crazy, crazy, crazy
I know, it's enough just to make you go crazy, crazy, crazy
But you get ready, you get all dressed up
To go nowhere in particular
Back to work or the coffee shop
It don't matter because it's enough
To be young and in love, ah, ah
To be young and in love, ah, ah

Hmm (Ah, ah)
Hmm (Ah, ah, ah, ah)
Hmm
Don't worry, baby
Hmm (Ah, ah)
Hmm (Ah, ah, ah, ah)
Hmm
Don't worry, baby

And it's enough just to make me go crazy, crazy, crazy
It's enough just to make me go crazy, crazy, crazy

I get ready, I get all dressed up
To go nowhere in particular
It doesn't matter if I'm not enough
For the future or the things to come
'Cause I'm young and in love, ah, ah
I'm young and in love, ah, ah, ah, ah
Hmm (Ah, ah)
Hmm (Ah, ah, ah, ah)
Hmm
Don't worry, baby
Hmm (Ah, ah)
Hmm (Ah, ah, ah, ah)
Hmm
Don't worry, baby192EmbedShare URLCopyEmbedCopy",5.335,4.865
lust for life,"Climb up the H of the Hollywood sign (Yeah)
In these stolen moments, the world is mine (Doo-wop, doo-wop)
There's nobody here, just us together (Sha-doop, sha-doop)
Keepin' me hot like July forever
'Cause we're the masters of our own fate
We're the captains of our own souls
There's no way for us to come late
'Cause, boy, we're gold, boy, we're gold
And I was like...

Take off, take off, take off all your clothes
Take off, take off, take off all your clothes
Take off, take off, take off all of your clothes
They say only the good die young
That just ain't right
'Cause we're having too much fun
Too much fun tonight (Yeah)

And a lust for life, and a lust for life
And a lust for life, and a lust for life
Keeps us alive, keeps us alive
Keeps us alive, keeps us alive
And a lust for life, and a lust for life
And a lust for life, and a lust for life
Keeps us alive, keeps us alive
Keeps us alive, keeps us alive
(Then) We dance on the H of the Hollywood sign (Yeah)
'Til we run out of breath, gotta dance 'til we die (Doo-wop, doo-wop)
My boyfriend's back and he's cooler than ever (Sha-doop, sha-doop)
There's no more night, blue skies forever
'Cause we're the masters of our own fate
We're the captains of our own souls
So there's no need for us to hesitate
We're all alone, let's take control
And I was like…

Take off, take off, take off all your clothes
Take off, take off, take off all your clothes
Take off, take off, take off all of your clothes
They say only the good die young
That just ain't right
'Cause we're havin' too much fun
Too much fun tonight (Yeah)

And a lust for life, and a lust for life
And a lust for life, and a lust for life
Keeps us alive, keeps us alive
Keeps us alive, keeps us alive
And a lust for life, and a lust for life
And a lust for life, and a lust for life
Keeps us alive, keeps us alive
Keeps us alive, keeps us alive (Oh)
My boyfriend's back and he's cooler than ever
There's no more night, blue skies forever
I told you twice in our love letter
There's no stopping now, green lights forever
And I was like…

Take off, take off, take off all your clothes
Take off, take off, take off all your clothes
Take off, take off, take off all of your clothes

And a lust for life, and a lust for life
And a lust for life, and a lust for life
Keeps us alive, keeps us alive
Keeps us alive, keeps us alive
And a lust for life, and a lust for life
And a lust for life, and a lust for life
Keeps us alive, keeps us alive
Keeps us alive, keeps us alive (Oh)147EmbedShare URLCopyEmbedCopy",5.79,3.0049999999999994
born to die,"Why? (""Got that?"")
Who, me? (""Louder!"")
Why? (""Got that?"")

Feet don't fail me now
Take me to the finish line
Oh, my heart, it breaks every step that I take
But I'm hoping at the gates, they'll tell me that you're mine
Walking through the city streets, is it by mistake or design?
I feel so alone on a Friday night
Can you make it feel like home, if I tell you you're mine?
It's like I told you, honey (""Louder!"")

Don't make me sad, don't make me cry
Sometimes love is not enough and the road gets tough
I don't know why
Keep making me laugh—let's go get high
The road is long, we carry on
Try to have fun in the meantime

Come and take a walk on the wild side
Let me kiss you hard in the pouring rain
You like your girls insane (""Louder!"", ""Alright!"")
Choose your last words, this is the last time
'Cause you and I—we were born to die
Lost, but now I am found
I can see that once I was blind
I was so confused as a little child
Tried to take what I could get, scared that I couldn't find
All the answers I need (""Louder!"")

Don't make me sad, don't make me cry
Sometimes love is not enough and the road gets tough
I don't know why
Keep making me laugh—let's go get high
The road is long, we carry on
Try to have fun in the meantime

Come and take a walk on the wild side
Let me kiss you hard in the pouring rain
You like your girls insane (""Louder!"", ""Alright"")
Choose your last words, this is the last time
'Cause you and I—we were born to die (""Louder!"", ""Got that"")
We were born to die (""Louder!"", ""Alright"")
We were born to die
Come and take a walk on the wild side
Let me kiss you hard in the pouring rain
You like your girls insane
So don't make me sad, don't make me cry
Sometimes love is not enough and the road gets tough
I don't know why
Keep making me laugh—let's go get high
The road is long, we carry on
Try to have fun in the meantime

Come and take a walk on the wild side
Let me kiss you hard in the pouring rain
You like your girls insane (""Louder!"", ""Alright"")
So choose your last words, this is the last time
'Cause you and I—we were born to die

(""Got that?"")
(""Louder!"")
We were born to die
(""Got that?"")
(""Louder!"")
(""Got that?"")
(""Louder!"")
(""Got that?"")
(""Louder!"")
(""Got that?"")
(""Louder!"")346EmbedShare URLCopyEmbedCopy",5.494545454545456,4.684155844155844
west coast,"Down on the West coast, they got a sayin'
""If you're not drinkin', then you're not playin'""
But you've got the music
You've got the music in you, don't you?
Down on the West coast, I get this feeling like
It all could happen, that's why I'm leaving
You for the moment, you for the moment
Boy Blue, yeah, you

You're falling hard, I push away, I'm feelin' hot to the touch
You say you miss me and I wanna say I miss you so much
But something keeps me really quiet, I'm alive, I'm a lush
Your love, your love, my love

I can see my baby swinging
His Parliament's on fire and his hands are up
On the balcony and I'm singing
Ooh, baby, ooh, baby, I'm in love
I can see my sweet boy swaying
He's crazy y cubano como yo, la-la
On the balcony and I'm saying
Move, baby, move, baby, I'm in love
I'm in love (I'm in love)
I'm in love (I'm in love)
(Mic-check)
(One, two)
(Two, two)
(Get it, girl)

Down on the West coast, they got their icons
Their silver starlets, their Queens of Saigons
And you've got the music
You've got the music in you, don't you?
Down on the West coast, they love their movies
Their golden gods and Rock 'n' Roll groupies
And you've got the music
You've got the music in you, don't you?

You push it hard, I pull away, I'm feeling hotter than fire
I guess that no one ever really made me feel that much higher
Te deseo, cariño, boy, it's you I desire
Your love, your love, my love

I can see my baby swinging
His Parliament's on fire and his hands are up
On the balcony and I'm singing
Ooh, baby, ooh, baby, I'm in love
I can see my sweet boy swaying
He's crazy y cubano como yo, la-la
On the balcony and I'm saying
Move, baby, move, baby, I'm in love
I can see my baby swinging
His Parliament's on fire and his hands are up
On the balcony and I'm singing
Ooh, baby, ooh, baby, I'm in love
I can see my sweet boy swaying
He's crazy y cubano como yo, la-la
On the balcony and I'm saying
Move, baby, move, baby, I'm in love

I'm in love
I'm in love431EmbedShare URLCopyEmbedCopy",7.183333333333334,5.003333333333333
high by the beach,"High-igh-igh-igh
High-igh-igh-igh

Boy, look at you, lookin' at me
I know you know how I feel
Lovin' you is hard, bein' here's harder
You take the wheel
I don't wanna do this anymore
It's so surreal
I can't survive
If this is all that's real

All I wanna do is get high by the beach
Get high by the beach, get high
All I wanna do is get by by the beach
Get by, baby, baby, bye bye
The truth is I never bought into your bullshit
When you would pay tribute to me 'cause I know that
All I wanted to do was get high by the beach
Get high, baby, baby, bye bye

Boy, look at you, lookin' at me
I know you don't understand
You could be a bad motherfucker
But that don't make you a man
Now you're just another one of my problems
Because you got out of hand
We won't survive
We're sinkin' into the sand
All I wanna do is get high by the beach
Get high by the beach, get high
All I wanna do is get by by the beach
Get by baby, baby, bye bye
The truth is I never bought into your bullshit
When you would pay tribute to me 'cause I know that
All I wanted to do was get high by the beach
Get high, baby, baby, bye bye

Lights, camera, acción
I'll do it on my own
Don't need your money, money
To get me what I want
Lights, camera, acción
I'll do it on my own
Don't need your money, money
To get me what I want

All I wanna do is get high by the beach
Get high by the beach, get high
All I wanna do is get by by the beach
Get by baby, baby, bye bye
The truth is I never bought into your bullshit
When you would pay tribute to me 'cause I know that
All I wanted to do was get high by the beach
Get high, baby, baby, bye bye
High-igh-igh-igh-igh-igh-igh-igh-igh
High-igh-igh-igh-igh-igh
High-igh-igh-igh-igh-igh-igh
High-igh-igh-igh-igh-igh-igh-igh

Anyone can start again
Not through love, but through revenge
Through the fire, we're born again
Peace by vengeance, brings the end
(High-igh-igh-igh)297EmbedShare URLCopyEmbedCopy",6.2,3.45
cherry,"Love (Yeah), I said real love is like feelin' no fear
When you're standin' in the face of danger (Hey)
'Cause you just want it so much
A touch (Yeah) from your real love
Is like heaven takin' the place of somethin' evil (Hey)
And lettin' it burn off from the rush, yeah, yeah (Fuck)

Darlin', darlin', darlin'
I fall to pieces when I'm with you
I fall to pieces
My cherries (Hey) and wine, rosemary and thyme
And all of my peaches are ruined

Love (Yeah), is it real love?
It's like smilin' when the firin' squad's against ya (Hey)
And you just stay lined up, yeah (Fuck)

Darlin', darlin', darlin'
I fall to pieces when I'm with you
I fall to pieces (Bitch)
My cherries (Hey) and wine, rosemary and thyme
And all of my peaches (Can I get a fuckin' hallelujah?)
Are ruined (Bitch) (Lookin' at me like a magazine)
My rose garden dreams (Can I get a fuckin' hallelujah?)
Set on fire by fiends (Sippin' on ya like a Coca-Cola)
And all my black beaches (Can I get a fuckin' hallelujah?)
Are ruined (Lookin' at me like a magazine)
My celluloid scenes (Can I get a fuckin' hallelujah?)
Are torn at the seams (Sippin' on ya like a Coca-Cola, yeah)
And I fall to pieces (Bitch)
(Yeah) I fall to pieces when I'm with you

(Why?) 'Cause I love you so much (Hey)
I fall to pieces
My cherries and wine, rosemary and thyme (Yeah)
And all of my peaches are ruined (Bitch)
Are ruined (Bitch), are ruined (Fuck)103EmbedShare URLCopyEmbedCopy",6.0225,3.883750000000001
