,track,artist,genre,user_id,label,date
4644,Point Me At The Sky (Top Gear 6-25-68),Pink Floyd,rock,22,0,2019-03-05 18:03:22
4659,Til Evighet,Trelldom,black metal,22,1,2021-07-21 17:08:38
4667,Pa Pa Pa,Los Prisioneros,rock,22,2,2021-09-02 11:05:03
4669,Ballad,New Model Army,rock,22,2,2021-04-24 20:29:10
4670,(Nothing But) Flowers,Talking Heads,rock,22,3,2021-11-19 07:47:01
4672,Meet the Flintstones (Freds Edit),The B-52's,rock,22,3,2019-05-20 14:45:16
4693,Straight Life,Black Box Recorder,rock,22,0,2019-08-05 12:55:50
4709,Blinktwice,Dressy Bessy,rock,22,3,2022-01-11 04:54:52
4713,All That Glitters,Byron Bank,rock,22,2,2021-02-13 23:10:00
4731,Broken Bird,Graham Nash,rock,22,2,2021-06-24 19:12:44
4737,"Love, Devotion and Surrender",Santana,rock,22,0,2021-11-27 02:12:27
4745,Lightning,REO Speedwagon,rock,22,3,2018-01-20 22:31:55
4756,Sleep,Poets of the Fall,rock,22,2,2019-05-31 18:13:47
4769,Door To The River,Manic Street Preachers,rock,22,2,2018-12-03 06:29:40
4781,Sometimes a Blonde,Robyn Hitchcock,rock,22,3,2018-10-05 06:50:51
4794,Into The Sky,Black Tide,rock,22,2,2019-03-15 00:09:51
4807,ミラーボール,Kimeru,rock,22,3,2021-11-20 18:33:49
4809,Miracle (Album Version),Paramore,rock,22,3,2021-09-14 13:48:16
4818,Don't Frighten Them,Alamo Race Track,rock,22,1,2019-05-04 12:49:13
4819,Ildkrig,Jotunspor,black metal,22,0,2020-08-17 02:01:17
4824,Northshore,Tegan and Sara,rock,22,2,2020-10-16 06:29:28
4848,Busting Up a Starbucks,Mike Doughty,rock,22,2,2018-11-24 05:49:51
4851,...and I shall exist no more,Nae'blis,black metal,22,3,2020-07-06 08:06:32
4861,Don't Go Away,Buckcherry,rock,22,1,2019-06-28 05:50:25
4862,Pray For Grace,Michael Franti & Spearhead,rock,22,3,2020-04-16 15:53:10
4865,Cheating,The Animals,rock,22,3,2021-04-08 03:02:00
4872,(Just Like) Starting Over,John Lennon & Yoko Ono,rock,22,3,2018-07-31 09:11:19
4873,I`ve Loved Her So Long,Neil Young,rock,22,1,2018-05-31 16:42:07
4914,They're On To Me,Ari Hest,rock,22,2,2021-02-14 21:15:31
4921,Much Too Long Now,The Sounds,rock,22,3,2020-04-14 13:12:51
4946,I Want You So Hard (Boy's Bad News),Eagles of Death Metal,rock,22,3,2019-01-09 23:17:46
4947,Cremation - Ashes To Ashes,Lou Reed,rock,22,0,2019-04-16 18:14:37
4952,God's Song,Cold,rock,22,0,2021-12-20 23:22:44
4961,La route,Charles Dumont,rock,22,2,2018-08-03 00:48:55
4972,Really Stupid,Primitives,rock,22,1,2020-09-21 19:55:34
4976,Wonder Girl,Sparks,rock,22,3,2019-09-23 10:17:33
4977,Interiors (Song For Willem De Kooning),Manic Street Preachers,rock,22,2,2022-01-15 22:02:14
4980,Control,Poe,rock,22,1,2021-07-07 11:06:50
4981,Tourette’s,Nirvana,rock,22,3,2020-10-13 08:20:55
5023,10 Телохранитель,Ласка,rock,22,0,2021-08-26 21:27:29
5025,Heave Hard (She Comes Easy),Salty Dog,rock,22,1,2018-09-10 09:57:17
5029,ボナス - Bonus (Live at Baghdad 2008),Slasher Risk,rock,22,1,2021-01-30 20:18:17
5039,New Year's Prayer,Jeff Buckley,rock,22,2,2018-11-22 10:46:23
5041,Caught a Glimpse,Blindside,rock,22,3,2019-07-16 12:54:53
5052,Magiczne słowa,Ziyo,rock,22,3,2018-09-04 13:34:03
5067,Where We're Calling From,Doves,rock,22,2,2019-12-05 01:29:21
5071,Alcohol Sea,KingBathmat,rock,22,1,2018-04-24 07:39:28
5100,Irresistible,Fall Out Boy,rock,22,3,2019-04-14 07:34:19
5109,Overachievers,Crash Test Dummies,rock,22,2,2019-09-19 16:54:31
5119,Star,Reamonn,rock,22,2,2019-11-22 08:39:07
5131,Someone Else,A,rock,22,0,2018-12-04 13:22:07
5142,The Moment Of Our Love (Acoustic),Negative,rock,22,3,2018-08-14 03:09:53
5147,23,Jimmy Eat World,rock,22,2,2020-02-09 20:47:19
5173,Boys,Ryan Adams,rock,22,2,2021-10-25 09:56:07
5183,Half A Block,Fun Lovin' Criminals,rock,22,2,2018-03-10 23:33:12
5205,I Don't Care,Skye Sweetnam,rock,22,3,2020-09-14 15:12:54
5209,Jenny,The Click Five,rock,22,2,2019-11-23 01:59:15
5210,Late Great Usa,Nashville Pussy,rock,22,1,2021-09-24 19:10:54
5248,Spread Your Love,Black Rebel Motorcycle Club,rock,22,3,2018-10-19 01:23:22
5257,Родина,Гражданская оборона,rock,22,3,2021-12-05 15:04:44
5263,Rainy Day,Guster,rock,22,0,2018-10-16 12:07:31
5284,Ich gehöre nicht dazu,Farin Urlaub,rock,22,3,2018-09-14 02:11:22
5332,Happy,Bruce Springsteen,rock,22,3,2021-04-04 13:37:31
5347,No Surprise (For Wendela)  Midnight Surprise,Lightspeed Champion,rock,22,2,2019-09-27 02:36:04
5351,5:11AM (The Moment Of Clarity),Roger Waters,rock,22,0,2021-02-07 09:14:35
5407,Set The Ray To Jerry,The Smashing Pumpkins,rock,22,2,2020-07-13 11:42:37
5419,Even Thieves Couldn't Lie,The Black Heart Procession,rock,22,0,2020-03-07 22:30:11
5435,Komposition,Coppelius,rock,22,3,2019-03-29 08:20:27
5453,Mountains,Prince,rock,22,3,2018-10-01 07:55:41
5459,Forget About What I Said,The Killers,rock,22,3,2018-12-20 16:32:10
5461,Stranger Girl,Prussia,rock,22,3,2019-09-24 13:17:05
5487,Roll To Me,Del Amitri,rock,22,3,2021-02-06 12:33:10
5491,How I Go,Yellowcard,rock,22,2,2021-09-26 20:30:42
5505,Pale Traces,The Gathering,rock,22,0,2021-04-09 12:58:13
5509,Heart Of Snow,Black Mountain,rock,22,0,2018-05-18 06:15:28
5512,Heaven Knows,Taylor Hicks,rock,22,3,2018-08-06 14:25:43
5553,Steal My Kisses,Ben Harper,rock,22,2,2021-03-26 05:08:01
5562,Fallen Star,Hanoi Rocks,rock,22,1,2019-10-27 09:06:59
5574,Spil,Mary Prankster,rock,22,2,2019-11-17 02:12:36
5577,Freak On A Leash,KoRn feat. Amy Lee,rock,22,1,2019-07-12 04:25:32
5583,Baader-Meinhof Blues,Legião Urbana,rock,22,1,2021-03-11 14:17:08
5620,I'm Not Ok,The Love Me Nots,rock,22,2,2019-07-03 04:20:57
5621,Love Screams,Dirty Looks,rock,22,1,2018-09-23 18:04:07
5647,Video Killed the Radio Star,The Presidents of the United States of America,rock,22,3,2021-11-06 01:15:41
5667,Set You Alight,Little Birdy,rock,22,2,2021-09-30 12:30:57
5685,Mia,Gorki,rock,22,0,2018-04-26 14:46:43
5716,Czekajac Na Wczoraj (Yesterday Is Here),Kazik Staszewski,rock,22,0,2018-11-29 19:33:27
5717,"Open The Door, Homer",Bob Dylan,rock,22,0,2019-01-26 20:22:12
5718,Fuck Her Gently,Tenacious D,rock,22,3,2020-04-14 23:03:45
5725,Nobody's Wife,Ten Benson,rock,22,0,2020-09-11 12:48:44
5747,Come In Closer,Blue October,rock,22,3,2021-08-05 09:36:52
5760,The Girl Got Hot,Weezer,rock,22,3,2021-05-01 17:01:49
5771,After Hours,The Velvet Underground,rock,22,2,2018-05-05 08:12:14
5783,Goodnight Everything,Liars,rock,22,3,2021-12-24 10:23:25
5792,Australia,Manic Street Preachers,rock,22,3,2021-03-20 11:59:41
5816,Take My Time/Rifles,Black Rebel Motorcycle Club,rock,22,2,2018-05-04 13:23:46
5847,You Love The Thunder  (LP Version),Jackson Browne,rock,22,0,2021-03-26 18:28:14
5858,Stranger,The Presidents of the United States of America,rock,22,3,2019-09-19 12:43:20
5861,Open My Eyes,Buckcherry,rock,22,1,2020-11-05 16:25:38
5871,Wolf and Devil,Selvmord,black metal,22,2,2018-07-07 20:13:05
5876,NYC Man,Lou Reed,rock,22,0,2021-10-25 02:27:48
5887,Jimmy Got A Boner,Melophobie,rock,22,3,2021-12-11 18:55:58
5903,Road to Hell,Sleigh Bells,rock,22,2,2020-04-02 13:28:52
5905,Meladori Magpie,The Smashing Pumpkins,rock,22,2,2020-12-04 11:13:05
5914,Oye Mamacita,Los Lonely Boys,rock,22,2,2021-10-22 23:51:19
5936,Benedictus,Simon & Garfunkel,rock,22,3,2020-12-31 05:55:38
5949,Shattered (2009 Re-Mastered Digital Version),The Rolling Stones,rock,22,0,2019-10-31 02:51:37
5952,Taiyed,311,rock,22,0,2021-08-06 01:45:09
5974,Kitty,The Presidents of the United States of America,rock,22,3,2021-02-03 06:09:34
5987,Сон,Воскресение,rock,22,0,2021-01-09 03:43:02
5999,Heaven Is a Halfpipe,OPM,rock,22,3,2019-01-19 00:55:01
6011,Easy to Please,Coldplay,rock,22,2,2018-02-21 04:07:11
6015,Why,Joe Jackson,rock,22,3,2020-09-21 17:07:09
6032,Happy Loving Couples,Joe Jackson,rock,22,3,2019-06-19 04:30:23
6038,Feeling Good,Muse,rock,22,3,2018-09-14 20:27:48
6054,This Time,P.O.D.,rock,22,0,2018-03-05 22:56:30
6062,Trade In,Lou Reed,rock,22,0,2018-04-17 21:39:29
6065,Light As The Breeze,Billy Joel,rock,22,2,2021-02-03 14:57:44
6066,A Punchup at a Wedding. (No No No No No No No No.),Radiohead,rock,22,2,2020-09-12 22:28:52
6071,Brave New Baby,Mary Prankster,rock,22,0,2019-08-15 08:55:03
6072,New Drug,Thousand Foot Krutch,rock,22,3,2021-04-25 11:05:10
6075,Goodnight My Friend,Vertical Horizon,rock,22,2,2021-01-01 01:41:12
6095,Please Bleed,Ben Harper & The Innocent Criminals,rock,22,2,2018-05-18 19:21:16
6107,Snake Eyes,Mumford & Sons,rock,22,3,2020-02-19 05:38:23
6116,Maybe Tomorrow,Badfinger,rock,22,2,2020-06-23 22:04:18
6132,Sweet Sour,Band of Skulls,rock,22,3,2020-02-08 03:03:25
6146,Needle and Haystack Life,Switchfoot,rock,22,3,2019-12-28 10:07:04
6149,Breathing Bull,Woven Hand & Ultima Vez,rock,22,1,2021-12-09 08:45:23
6158,From Rochdale To Ocho Rios,10cc,rock,22,2,2020-06-19 00:12:26
6167,Soliloquy of the Stigmatised Shepherd,The Ruins of Beverast,black metal,22,3,2020-07-29 23:34:59
6168,Mighty Man,Mungo Jerry,rock,22,3,2020-01-30 11:49:31
6170,I do U,KingOfTheHill,rock,22,1,2021-09-09 19:10:42
6184,Long Time Ago,Vain,rock,22,1,2019-07-26 06:51:31
6217,Be My Yoko Ono,Barenaked Ladies,rock,22,3,2019-01-12 06:06:03
6234,Walking In Memphis,Marc Cohn,rock,22,2,2020-03-04 13:36:11
6238,Music,Cat Stevens,rock,22,2,2021-02-12 05:21:52
6241,St. Louise Is Listening,Soul Coughing,rock,22,3,2019-09-28 20:44:06
6251,Send In The Clowns,Cold,rock,22,0,2018-02-18 04:01:12
6254,The Sheik of Araby,The Beatles,rock,22,3,2020-07-23 04:41:46
6259,This Is Yesterday,Manic Street Preachers,rock,22,3,2020-07-26 01:48:16
6279,Not Capable of Love,The Ataris,rock,22,2,2021-09-16 05:29:27
6289,Skin Deep,Melissa Etheridge,rock,22,3,2018-07-17 03:11:25
6292,Lonely Road,Barry McCabe,rock,22,0,2021-05-20 17:10:17
6298,Reborn,Syrup16g,rock,22,2,2018-09-08 00:20:23
6332,Fall at Your Feet,Crowded House,rock,22,2,2019-12-01 23:19:04
6340,Let Us Be,Matt Haupt,rock,22,2,2021-12-17 10:01:42
6353,Hot Love,Cheap Trick,rock,22,1,2019-11-06 10:29:58
6360,Picture [Kid Rock Featuring Sheryl Crow],Sheryl Crow,rock,22,0,2019-01-13 17:16:49
6370,Mars Is A Pretty Red Dress,The Sleeping Sea,rock,22,0,2020-09-25 08:56:29
6380,I Just Don’t Know What To Do With Myself,The White Stripes,rock,22,3,2021-11-16 12:08:28
6389,04 - De Mende dans les Mende,Zeru ta Lur,rock,22,0,2019-06-11 05:11:07
6413,The Only One,Morphine,rock,22,2,2021-09-27 12:55:59
6416,Wilbury Twist (2007 Remastered LP Version),Traveling Wilburys,rock,22,3,2021-08-07 13:08:18
6449,Sadie Hawkins Dance,Relient K,rock,22,3,2021-10-19 13:43:44
6454,Mystic Absolu,Blut aus Nord,black metal,22,2,2020-04-11 08:07:31
6464,Samba Pa Ti,Santana,rock,22,2,2019-12-20 15:35:07
6489,Shutterbug,Veruca Salt,rock,22,1,2021-07-28 17:08:48
6493,old dirt hill,Dave Matthews Band,rock,22,2,2021-02-14 10:52:34
6518,Buch Zum Lesen,Farin Urlaub,rock,22,2,2019-11-26 08:36:06
6541,Brotherhood of Man,The Innocence Mission,rock,22,2,2020-05-01 13:21:45
6554,Dear Daughter,Halestorm,rock,22,3,2018-03-03 11:11:36
6596,Hell's Bells,AC/DC,rock,22,0,2020-04-18 07:52:19
6604,Invented,Jimmy Eat World,rock,22,0,2018-04-29 02:40:34
6616,Frosten har tint mine smerter,Trelldom,black metal,22,0,2018-02-05 08:18:19
6622,Blood,My Chemical Romance,rock,22,3,2021-01-12 10:06:40
6631,Spirit in the Sky,Mikeschair,rock,22,3,2018-09-30 00:24:29
6635,Family,Vain,rock,22,1,2018-04-29 00:16:30
6640,Chocolate Brown,The Cranberries,rock,22,2,2021-10-15 20:15:01
6685,Cream,Buckcherry,rock,22,1,2020-06-21 20:00:29
6695,Ah Yom,John Frusciante,rock,22,3,2018-12-17 06:22:34
6701,Joining You (LP Version),Alanis Morissette,rock,22,2,2020-08-25 19:55:06
6707,Believer,Imagine Dragons,rock,22,3,2018-11-14 21:08:34
6708,How (Radical Mix),The Cranberries,rock,22,2,2021-03-07 10:18:41
6721,Интересно,Zемфира,rock,22,2,2020-11-13 15:29:50
6730,Itsumo,Feeder,rock,22,3,2019-02-23 21:05:02
6734,Sing (Alt Version),Dope,rock,22,0,2022-01-01 23:38:29
6751,Homage,...And You Will Know Us by the Trail of Dead,rock,22,3,2018-11-04 12:15:15
6762,Crushed Like Fruit,InMe,rock,22,3,2018-07-04 23:23:28
6763,Mohammed,The Dandy Warhols,rock,22,2,2020-06-13 04:48:13
6781,New New York (previously unrel,The Cranberries,rock,22,1,2020-11-17 11:22:56
6791,Hestia,Katell Keineg,rock,22,3,2021-05-16 01:21:03
6803,In This Time,TEA PARTY,rock,22,0,2021-01-06 18:53:50
6819,Silhouette Serenade,Vendetta Red,rock,22,3,2021-12-26 22:10:00
6829,Central Reservation (The Then Again Version),Beth Orton,rock,22,2,2020-04-13 04:11:04
6831,Hands All Over,Maroon 5,rock,22,3,2021-07-03 20:32:19
6845,Feather Pluckn,The Presidents of the United States of America,rock,22,3,2020-07-14 01:43:34
6858,Imorgen Skal Eg Daue,Turbonegro,rock,22,3,2018-01-28 09:36:26
6865,Simple,The Beta Band,rock,22,0,2018-06-17 12:08:33
6881,V.T.T.L.O.T.F.D.G.F.,Fishbone,rock,22,2,2019-09-21 08:43:34
6900,Leave My Monkey Alone,Warren Zevon,rock,22,0,2021-03-13 16:04:40
6909,5 and a Half Minute Hallway,Poe,rock,22,0,2019-10-30 20:34:10
6911,The Captain,Guster,rock,22,3,2022-01-13 12:56:56
6922,Somebody to Love,Chris Isaak,rock,22,2,2020-10-08 07:50:13
6923,ejection,Sports Analogy Judo,rock,22,2,2019-11-03 09:28:18
6934,I Feel Alright,Zornik,rock,22,2,2021-05-31 07:21:29
6946,Bowls,The 88,rock,22,2,2021-12-07 06:11:10
6972,На магнитной ленте,Концы в воду,rock,22,0,2018-07-22 11:30:32
6978,"American Pie [Richard ""Humpty"" Vission Radio Mix]",Madonna,rock,22,3,2021-08-23 20:18:45
6986,Are You Gonna Be My Girl?,Jet,rock,22,3,2020-07-23 22:58:55
6992,Fix You,The Offspring,rock,22,0,2021-01-31 10:28:02
7005,Holdin' On,Vain,rock,22,1,2018-09-19 23:27:13
7007,Danger!!,Pylon,rock,22,2,2020-09-24 12:38:29
7013,Flinch,Alanis Morissette,rock,22,2,2020-09-15 08:19:23
7034,Freddie's Dead,Fishbone,rock,22,2,2019-04-18 07:25:12
7039,Vicious,The Velvet Underground,rock,22,2,2019-11-22 08:34:12
7040,Stupefaction,Graham Parker,rock,22,3,2020-06-06 02:02:26
7048,Cash & Prizes,Del Amitri,rock,22,3,2018-05-23 12:20:38
7065,We Are All Full of Love,Van Risseghem,rock,22,0,2018-08-27 20:26:44
7090,White Mustang II,Daniel Lanois,rock,22,2,2021-08-12 20:45:43
7101,Crash,Lunic,rock,22,3,2018-06-05 05:06:11
7102,Tara,Roxy Music,rock,22,2,2020-05-05 11:19:03
7108,Ultra Blue,Thrice,rock,22,3,2021-09-25 20:08:19
7120,In Memoriam (Immortal Peace),Negative,rock,22,1,2019-05-16 06:11:07
7165,Never Too Late [Main Version]/Main Version,Three Days Grace,rock,22,0,2018-03-02 19:08:44
7186,Sleep's Dark and Silent Gate,Jackson Browne,rock,22,2,2020-02-26 15:58:02
7221,Say Anything,Good Charlotte,rock,22,2,2020-08-28 22:54:23
7228,Northwestern Skies,Tired Pony,rock,22,2,2019-07-22 19:30:55
7252,The growing spirit,Damned Spirits' Dance,black metal,22,3,2020-05-03 01:46:16
7274,Down to the Well,Pixies,rock,22,2,2018-12-08 00:17:51
7275,Accident Waiting To Happen,Billy Bragg,rock,22,1,2019-06-23 18:48:38
7278,Hello Cold World,Paramore,rock,22,3,2020-11-17 05:32:36
7282,Reach For Me,Jackyl,rock,22,1,2021-07-20 09:01:18
7300,Trash,Silverchair,rock,22,3,2018-09-17 08:08:18
7306,Heaven,Live,rock,22,3,2020-12-28 08:04:36
7315,Anchor,Letters to Cleo,rock,22,0,2020-01-31 20:31:34
7331,tokyo train girls,Who Ate David?,rock,22,3,2020-09-21 18:58:26
7342,Justice,Rev Theory,rock,22,1,2018-05-27 16:26:23
7352,Our Prayer / Gee,Brian Wilson,rock,22,3,2018-03-19 11:40:16
7373,RAINBOW,여자친구,rock,22,2,2021-04-12 01:59:19
7388,Memory Of A Festival,dEUS,rock,22,3,2020-03-29 12:29:56
7409,Damned If I do,Child's Play,rock,22,1,2021-06-26 11:05:23
7410,Don't Cry (All Lyrics),Guns N' Roses,rock,22,0,2020-10-14 18:59:22
7416,The Secret Life of Arabia,David Bowie,rock,22,0,2021-06-07 11:23:23
7420,A Praise Chorus,Jimmy Eat World,rock,22,3,2018-08-28 13:32:59
7444,Never Looking Back,Vineyard Music,rock,22,3,2020-07-10 16:36:01
7451,Abasement,Diamanda Galás,black metal,22,1,2018-06-24 00:07:29
7481,"Until the Sun Dies, Part 2",Crystal Antlers,rock,22,2,2020-03-04 04:49:15
7486,She'll Come Back,The Turtles,rock,22,2,2021-09-21 23:24:29
7487,Justified,The Graduate,rock,22,3,2020-03-17 00:16:49
7494,Nightclub Jitters,The Replacements,rock,22,2,2021-07-15 04:28:59
11,There She Goes Again,R.E.M.,rock,22,2,2021-11-19 04:45:39
23,In the Lord's Arms,Ben Harper,rock,22,2,2019-04-14 13:45:17
39,Modern Woman,Billy Joel,rock,22,3,2019-10-10 05:09:30
41,Inveigh,The Bronx,rock,22,1,2020-01-05 05:03:54
54,Phantom Of The Night,Kayak,rock,22,0,2022-01-14 17:26:22
57,Abscission,Deathspell Omega,black metal,22,3,2020-10-13 07:04:06
59,Lo-Rent Sex,Black Mekon,rock,22,1,2018-11-12 14:39:04
78,You Don't Have to Go,The Black Crowes,rock,22,0,2021-10-08 13:56:27
98,Happy Home,Garbage,rock,22,0,2018-04-04 06:54:46
100,Lorraine,The Jim Carroll Band,rock,22,0,2018-05-07 13:35:03
104,01 - psycho killer (long versi,Talking Heads,rock,22,0,2021-08-09 17:53:51
117,As Heaven Is Wide,Garbage,rock,22,3,2020-07-10 17:58:07
131,Keltskej osud,Krucipüsk,rock,22,3,2019-04-12 22:43:48
146,Breakdown,Vain,rock,22,1,2019-03-10 12:58:04
169,So Like Candy,Elvis Costello,rock,22,2,2018-11-27 19:27:05
179,Love Her,Seether,rock,22,2,2021-01-20 22:15:51
202,A Get Together to Tear It Apart,The Hives,rock,22,3,2018-07-31 02:54:20
248,Beautiful,Never My Hero,rock,22,3,2020-08-10 17:56:13
261,Sick Of Man,Cold,rock,22,2,2019-10-08 11:32:28
267,Teenager in Love,Red Hot Chili Peppers,rock,22,3,2018-10-18 13:17:40
268,Join With Us,The Feeling,rock,22,3,2018-10-05 13:26:28
273,Cardiff Afterlife,Manic Street Preachers,rock,22,3,2021-08-17 01:32:33
289,Carrion Suite,Andrew Bird,rock,22,2,2018-02-13 09:49:50
308,Dark 1.1,Darkspace,black metal,22,2,2019-11-18 03:54:29
327,You Never Know,Dave Matthews Band,rock,22,2,2019-08-10 16:42:44
350,Suffocate,Cold,rock,22,0,2019-02-01 12:22:59
354,Full Circle,No Doubt,rock,22,3,2021-01-06 03:42:21
357,Need You Tonight,INXS,rock,22,3,2021-06-27 10:33:31
379,Even Cowgirls Get The Blues,The Gaslight Anthem,rock,22,3,2021-05-07 15:55:00
380,Little Trip to Heaven,Tom Waits,rock,22,0,2018-05-26 10:44:05
394,Neck On The New Blade,16 Horsepower,rock,22,0,2018-06-17 16:46:47
395,Wrecking Hotel Rooms,MxPx,rock,22,3,2021-05-23 00:23:53
458,Weatherman,+44,rock,22,0,2020-09-10 00:13:43
494,Black Hearted Love,John Parish and Polly Jean Harvey,rock,22,2,2019-05-23 00:54:42
508,I Don't Need A Hero,Concrete Blonde,rock,22,3,2019-03-15 12:51:22
518,A Song For The Broken Hearted,Negative,rock,22,1,2020-04-10 04:38:01
523,Amorprometheus,Griffin L.O.G.,black metal,22,3,2020-03-31 17:10:07
530,Synchronicity I (2003 Stereo Remastered Version),The Police,rock,22,0,2021-06-28 16:14:28
550,'97 Bonnie and Clyde,Tori Amos,rock,22,1,2020-10-30 00:18:33
557,If It Makes You,BoDeans,rock,22,2,2018-12-15 14:01:32
562,Here With Me (Parks & Wilson's Homeyard Dub),Dido,rock,22,0,2020-06-09 05:34:51
565,The milionaire waltz,Queen,rock,22,2,2021-01-25 08:48:37
575,Prepare The Masses,A Change of Pace,rock,22,3,2020-03-18 22:01:22
593,The Concept,The Cranberries,rock,22,2,2021-06-24 04:39:38
624,Bullet in the Head,Rage Against the Machine,rock,22,1,2021-03-07 04:47:12
635,Sandboat,The October Country,rock,22,1,2018-02-20 01:56:08
638,Languish,Vain,rock,22,1,2020-07-16 03:08:01
672,Innocent,Our Lady Peace,rock,22,2,2021-07-18 14:13:03
706,Cash Cow,Mike Doughty,rock,22,2,2021-11-05 22:08:03
722,How's It Going To Be (2006 Remastered LP Version),Third Eye Blind,rock,22,2,2021-01-24 01:19:54
731,I Ain't Hiding,The Black Crowes,rock,22,0,2021-02-25 11:31:06
750,Twisted,Skunk Anansie,rock,22,3,2018-08-25 20:48:21
754,Woodpecker From Mars,Faith No More,rock,22,3,2019-11-20 22:57:22
771,Running On Empty,Vain,rock,22,1,2020-01-06 10:47:06
791,Feed My Frankenstein (live),Alice Cooper,rock,22,1,2021-10-16 02:28:22
798,Smiling Stranger,John Martyn,rock,22,0,2021-02-02 06:38:47
821,Fire Spirit,16 Horsepower,rock,22,1,2021-08-04 08:37:38
831,In My House,Golden Earring,rock,22,3,2019-06-02 16:33:40
832,Hymn To Her,The Pretenders,rock,22,2,2021-03-17 16:50:20
846,Amazing Grace,Cat Power and Dirty Delta Blues,rock,22,2,2021-10-31 10:40:01
854,"Goodnight, Hollywood Blvd.",Ryan Adams,rock,22,2,2019-08-28 03:16:25
869,Nocturnal Silence,Wintercult,black metal,22,0,2019-04-20 11:56:25
871,Sweet Victory,Nick Elward,rock,22,3,2021-09-25 21:45:45
882,Падал,Аукцыон,rock,22,0,2020-08-31 23:30:53
892,Annabel,Pat McGee Band,rock,22,2,2021-06-22 18:36:20
900,The Valley of Malls,Fountains of Wayne,rock,22,3,2019-01-29 06:50:38
904,Dva tisice let,Maniac Butcher,black metal,22,1,2021-10-06 20:57:53
905,Sunken-Eyed Girl,Mike Doughty,rock,22,2,2019-01-08 13:33:25
931,Born Again,Newsboys,rock,22,3,2019-05-16 00:52:43
936,Porcelain,Red Hot Chili Peppers,rock,22,2,2021-06-14 20:24:24
962,Conjuration of Terror,Xasthur,black metal,22,0,2019-02-07 20:22:32
972,South of the Border,Robbie Williams,rock,22,3,2018-08-17 03:38:57
985,Crush,Dave Matthews Band,rock,22,3,2021-07-06 00:24:21
1001,More Trouble Everyday,Fido,rock,22,0,2019-04-13 10:44:16
1011,If I Were Going,Afghan Whigs,rock,22,3,2018-03-10 16:45:20
1013,Vampires,Fastball,rock,22,0,2021-09-07 20:21:21
1023,The Perfect Mistake,Cartel,rock,22,3,2018-04-03 15:12:16
1054,Speak Free,Incubus,rock,22,0,2020-05-04 17:33:31
1096,God In My Bed,K's Choice,rock,22,2,2018-10-29 20:56:33
1129,Duquesne Whistle,Bob Dylan,rock,22,2,2018-06-15 06:53:53
1145,Spies,Coldplay,rock,22,2,2021-01-13 06:15:19
1181,This Week the Trend,Relient K,rock,22,0,2021-11-21 08:49:21
1215,And She Was,David Byrne,rock,22,2,2019-12-31 16:18:05
1218,Moonland,Nick Cave & The Bad Seeds,rock,22,3,2021-07-15 16:50:25
1241,Bas riff,Kent,rock,22,3,2021-07-31 04:50:11
1273,There Is a Ghost,Marianne Faithfull,rock,22,0,2021-02-20 06:52:32
1306,Among Shadows,Cultus Sanguine,black metal,22,0,2018-07-01 04:49:06
1334,Radio Radio,Elvis Costello,rock,22,1,2021-10-11 20:23:49
1336,Bass Trap,U2,rock,22,2,2019-06-28 05:25:18
1337,Everybody's on the Run,Noel Gallagher's High Flying Birds,rock,22,3,2020-07-20 01:26:18
1349,Soldier's Daughter,Tonic,rock,22,2,2021-11-01 22:03:26
1359,Forgetful Heart,Bob Dylan,rock,22,0,2018-12-02 16:24:46
1361,Slipped My Disco,The Tubes,rock,22,0,2021-09-17 20:50:14
1365,Get A Grip,Semisonic,rock,22,3,2018-07-25 18:48:53
1366,Ten Wasz Świat,Oddział Zamknięty,rock,22,1,2019-03-08 09:34:36
1396,Pornografiaa,Ismo Alanko,rock,22,3,2020-04-29 23:12:51
1407,Harlem,New Politics,rock,22,3,2021-07-23 02:44:44
1416,Sixty Mile Smile,3 Colours Red,rock,22,2,2021-06-10 04:32:15
1423,Lightnin' Roy,Mike Keneally,rock,22,0,2020-10-20 17:12:33
1436,Under Pressure (with Queen),David Bowie,rock,22,3,2019-02-08 00:27:43
1445,The Child Must Die,Watain,black metal,22,3,2019-05-27 21:53:49
1459,Sitting On Top Of The World,Amanda Marshall,rock,22,3,2020-02-08 23:06:06
1475,Fine,Sarah Bettens,rock,22,3,2021-12-12 14:54:34
1497,Granny,Dave Matthews Band,rock,22,2,2018-06-26 03:56:40
1508,Bis zum bitteren Ende,Die Toten Hosen,rock,22,3,2019-07-26 00:37:46
1509,Katharsis,Doda,rock,22,3,2020-03-02 00:08:17
1524,Wrap Me Up,Sam Brown,rock,22,0,2018-09-10 00:46:41
1544,Talkin' 'bout a Home,Chris Isaak,rock,22,2,2020-12-22 07:06:22
1554,Teenage Wildlife,David Bowie,rock,22,2,2019-08-16 21:29:41
1587,Waves,Metric,rock,22,3,2018-04-14 05:51:38
1591,Baby,Buckcherry,rock,22,3,2020-10-24 07:07:38
1599,No Surface All Feeling,Manic Street Preachers,rock,22,2,2020-08-14 11:08:33
1601,Maybe I'm Amazed (Live),Wings,rock,22,2,2019-05-02 19:42:46
1619,Broken English,Marianne Faithfull,rock,22,2,2019-09-09 20:32:33
1638,Mistress Mabel,The Fratellis,rock,22,3,2019-12-08 19:45:43
1656,The Skin I'm In,Gavin Rossdale,rock,22,3,2020-11-20 05:49:19
