track,artist,genre,valence_tags,arousal_tags
Dare,Buddhuza,,7.165,4.2875
Anyone Who Had A Heart,Dusty Springfield,pop,5.745714285714285,4.567142857142857
Get Up,Sleater-Kinney,riot grrrl,4.25,3.5592105263157894
'Round Midnight,Sun Ra,jazz,7.666666666666667,3.84
Silhouette (feat. Ellie Goulding),Active Child,dream pop,4.226666666666667,2.716666666666667
Skies Crimson Tears,Birchville Cat Motel,drone,3.0,4.61
This Wound Will Never Heal,NoMeansNo,,5.883333333333334,4.863333333333333
(Still) Terminally Ambivalent Over You,The Real Tuesday Weld,jazz,6.846666666666667,3.783333333333333
On Your Own (Acoustic),Richard Ashcroft,acoustic,4.63,2.8766666666666665
Mad World,Ed Alleyne-Johnson,new age,5.0825000000000005,3.6925
A Little Bit,a-ha,pop,5.7875,3.5425000000000004
/=/=/,Andrew Bird,indie,6.39,4.1975
EXEC_PHANTASMAGORIA/.,"志方あきこ, 霜月はるか, みとせのりこ",soundtrack,4.9127777777777775,4.248333333333333
European Girl,Max Meets Lenny,rock,7.26,2.55
Pretty Baby,Sister Sledge,disco,4.85,5.77
Icing On The Cake (LP Version),Anthony Hamilton,soul,6.57,4.279999999999999
Erotisk Tillägnan,Ordo Rosarius Equilibrio,neofolk,5.4,4.23
Базилид,Елена Фролова,singer-songwriter,3.56,5.51
Boreal Forest Opper,Caribou,electronic,6.55,3.52
Star,Lazy Hammock,chill out,6.915,6.315
Il Faro,Vanessa Van Basten,instrumental post-rock,3.525,0.955
Levitation,Photek,dubstep,6.915,5.5
You Think Me Cruel,Richey Hackett,electronica,1.715,1.805
Marching to Hell,aktivehate,ebm,3.16,4.79
Music (feat. Lauryn Hill),Joss Stone,soul,7.031621621621622,2.9708108108108107
Ode to Sledge,Zac Salon,chill,6.586,4.866
carry me home,The Murmurs,guitar,5.433333333333333,3.871304347826087
Warm waters,Flёur,goth,4.590944881889763,3.5917322834645677
Society,Eddie Vedder,soundtrack,4.851176470588236,3.50921568627451
Deer Stop,Goldfrapp,trip-hop,5.434552845528455,4.4330894308943085
Nothing But A Miracle,Diane Birch,soul,6.062,3.772
All Beauty Destroyed,Aesthetic Perfection,electronic,3.4433333333333334,3.1933333333333334
Snow Falls In November [Julie Doiron],Herman Dune & Julie Doiron,,6.47,3.22
Remember,Heard,rock,4.705,4.695
All My Problems,Smile Empty Soul,rock,2.245,6.23
Ambulans Iesus,Schola Antiqua (Madrid),medieval,6.95,5.0
Pacific Coast Highway,Sonic Youth,noise rock,4.064210526315789,4.140087719298245
Bury Me in Smoke,Down,stoner metal,4.976,3.664
Camera (I Still Have A Pony),Steven Wright,comedy,7.173333333333334,5.176666666666667
Them Heavy People,Kate Bush,singer-songwriter,5.854999999999999,4.274
Lament,Ronan Hardiman,celtic,6.3191228070175445,4.362105263157894
...go the spoils,Vices I Admire,hip hop,4.12125,5.98625
Alienation's For The Rich,They Might Be Giants,alternative,3.3400000000000003,3.2133333333333334
HAPPY HAPPY DOLL,Youjeen,rock,7.76,6.225
Ain't No God in Mexico,Waylon Jennings,country,5.89,4.7
Raga Purvi: Jor and Jhala,Asad Ali Khan,indian classical,2.9100000000000006,2.4100000000000006
The Pitiless,Dark Tranquillity,melodic death metal,3.9133333333333336,4.454444444444444
One God Dub,Kaya Project,ambient,5.052499999999999,4.425
I Like To Party Feat. Dev,Samantha Marq,,6.65,5.872
the happy Jim,y_shape,happy,6.345,4.955
Saathi,Midival Punditz,electronic,6.635,5.495
Graviton,Dopplereffekt,ambient,2.2,3.0
Hell: Symmetry,Laibach,industrial,5.4,4.23
Projekts,HipGnosis,hip-hop,6.803333333333334,4.256666666666667
Some,Built to Spill,indie,5.807500000000001,4.470000000000001
Liberation Begins,A.R. Rahman,soundtrack,4.333333333333333,4.233333333333333
Girl Boy,Blonde Redhead,indie,6.474317180616739,3.676563876651982
Rev 22:20 (Dry Martini Mix),Puscifer,industrial,4.95768817204301,4.623064516129032
Can't Bring You Back,The Reds,electronic,4.5183333333333335,4.073333333333333
Deseret,Cass McCombs,,3.4,5.57
The Leaving Song,Bloodsimple,metalcore,3.19,5.0
Bank Accounts,Sarah Slean,alternative,7.033333333333333,5.033333333333333
Doo Wop (That Thing),Amy Winehouse,soul,6.23,5.079999999999999
"Wine, Woman and Song",Johann Strauss,classical,6.84,5.0
Bitter Sweet,Roxy Music,glam rock,5.876071428571429,4.7076190476190485
Home (PVD Club Mix),Paul van Dyk,trance,5.889552238805971,4.317164179104478
Devices,Neutral Sons,,5.37,5.19
Bom (Original Mix),Avicii,electronic,6.095000000000001,4.3500000000000005
Deiner Liebe Tisch (Wighnomy Brothers Meiner Einer Deiner Rmx),Dapayk & Padberg,,5.88,4.05
Find Your Self,Lifeisround,chill,6.988181818181818,4.118181818181818
Bed for the Scraping,Fugazi,post-hardcore,5.208333333333333,6.329999999999999
In All Conscience,Epica,symphonic metal,6.27,2.95
Helium,Tanga,ambient,5.83,7.27
Magician's Assistant,Dan Le Sac vs Scroobius Pip,spoken word,4.486666666666666,3.995
O My God (2003 Stereo Remastered Version),The Police,classic rock,2.513333333333333,3.3233333333333333
On Some Faraway Beach (2004 Digital Remaster),Brian Eno,british,4.156666666666666,3.8966666666666665
Gay Angels,Perfume Genius,indie,4.883333333333333,2.646666666666667
Cold Song,Klaus Nomi,classical,3.7928712871287127,3.5432673267326726
Say It Once,Glass Pear,soundtrack,5.590909090909091,3.351818181818182
Marais la Nuit,Neko Case,ambient,7.05,1.91
Ryo,Kawabata Makoto,ambient,5.88,4.05
Tomorrow Is So Far Away,Chromatics,electronic,5.6,3.9342857142857137
Bedbugs & Ballyhoo,Echo & the Bunnymen,new wave,3.65,3.6
Down on Life,Elliphant,electronic,6.364999999999999,4.675
Panarima,Yma Sumac,exotica,7.36,6.615
Ante Up (Fenugreek),M.O.P.,hip-hop,5.965000000000001,4.475
Vine Of Souls,Cyberbabas,goa trance,7.55,6.9
Fuselage,Skerror,noise,4.6525,4.9325
Ney Improvisation In Makam Dugah,Various Artists,sufi,6.31,4.683333333333334
The Passion of Words,Zero Hour,progressive metal,5.0,5.28
Juliet of the Spirits,The B-52's,pop,7.154893617021276,5.701170212765958
Stardustin',Gonjasufi,electronic,5.88,4.05
Nonsense #6,Sala della Pallacorda,power electronics,3.44,5.63
(No More) The Sub-Mariner,Peter Hammill,singer-songwriter,6.445,3.935000000000001
Burgundy Shoes,Patty Griffin,folk,6.108732394366197,3.2516901408450702
She's Madonna - Radio Edit,Robbie Williams,british,6.387528089887641,5.44561797752809
I Hate Everything About You (Live Acoustic - Rolling Stone Original (EP)),Three Days Grace,acoustic,3.08,5.87
Your Light Is Spent,Final Fantasy,indie,6.923380281690141,3.99056338028169
A Loan Tonight,The Dandy Warhols,indie,3.6525,4.3075
Barlights,fun.,indie,8.275686274509804,6.07529411764706
La (Bonus Track)*,Yezda Urfa,pop,6.32,5.13
Funny How Love Can Be,The Ivy League,british,6.543333333333333,5.510000000000001
Every Time I Look In Your Eyes,Bang Gang,indie,2.0,1.095
Problema de expressão,Clã,pop rock,5.6675,4.7275
stop sign,Beyoncé,,5.79,4.52
Look But You Can't Touch,Poison,hard rock,3.85,5.64
Taste,Magik Markers,noise,5.703333333333333,4.92
Nowheres Barley,Peter Joseph Head,indie,6.21,3.5
Wackity Schmackity Doo!,Patton Oswalt,comedy,7.544999999999999,5.59
En Gallop!,Joanna Newsom,singer-songwriter,6.256041666666667,4.096614583333333
"Sonata No. 2 In B Flat Minor, Op. 35 Doppio Movimento",Frédéric Chopin,,6.43,4.425
Video Girl,FKA twigs,electronic,6.454000000000001,5.0680000000000005
Battlestar Sonatica (From 'Torn'),Bear McCreary,piano,5.52,3.806000000000001
Only Human,Jonas Brothers,pop,8.42,6.185
The Shape Of Things To Come (f,Dilated Peoples,hip hop,1.2142857142857142,2.2464285714285714
Independent's Day,"Royce da 5'9""",,5.1,4.09
It's Only Fear,Alexi Murdoch,folk,5.285,4.0375
Haka For Peace,Airwave,breakbeat,4.785,3.35
Saved,The Spill Canvas,emo,6.606666666666666,2.796666666666667
Puttin' People on the Moon,Drive-By Truckers,indie,2.7425000000000006,3.3950000000000005
Time Is Against Us,Marshall - Zailm - Manchill,jazz,4.528055555555556,4.21781746031746
The Collection of Marie Claire,Daniel Lanois,rock,4.32,3.55
Weighted Down (The Prison Song),"Alexander ""Skip"" Spence",singer-songwriter,4.652857142857143,3.362857142857143
That's A Lie,Hey,rock,7.015,5.755
It Ain't Easy,Ratt,hard rock,3.85,5.64
Looking Through Patient Eyes,P.M. Dawn,soul,6.832758620689655,3.448866995073891
The Whisperer (feat. Sia),David Guetta,french,6.89,1.67
Qu'est-ce que tu Veux?,カヒミ・カリィ,emo,2.411382252559727,4.289675767918089
Here I Go,2 Unlimited,eurodance,5.733714285714286,4.126857142857143
Bad Girls (Demo Version),Donna Summer,disco,3.94,4.36
Miserere mei Deus,Gregorio Allegri,choral,6.205000000000001,4.00375
Typical Girl,Base Ball Bear,pop,6.68,2.445
The Fun of the Century,Piano Magic,indie,5.37,4.28
Illegal Tender,Louis XIV,indie,4.023703703703704,4.354074074074074
Aqua Vitae,Future World Music,soundtrack,6.210909090909091,4.832727272727273
Handsome Boy,Saves the Day,rock,6.68,4.37
Allah Akhbar,Into a Circle,,5.91,4.385
Casuals,Dntel,electronica,3.34,1.405
Red,Okkervil River,indie,3.728873239436619,3.7393896713615034
21st Century Crooners,Ghinzu,rock,6.438750000000001,4.847499999999999
Toi + Moi,Afrodiziac,rhythm and blues,6.6893069306930695,3.857425742574257
Fill 15,Speedy J,ambient,3.76,2.45
Stagger Lee,Nick Cave and the Bad Seeds,rock,5.88125,4.405625
Running With Chicken,Garfunkel and Oates,,7.53,5.49
Song to the Siren,This Mortal Coil,ambient,4.565148514851485,3.854257425742575
Three Sisters,Hammock,ambient,6.89,1.67
Dasein,Loess,electronic,6.192500000000001,3.115
One Ring to Rule Them All,Luca Turilli's Rhapsody,hip-hop,5.110730088495575,4.952168141592921
Eyes Be Closed,Washed Out,chillwave,6.340454545454546,4.39
Capitão do Mato,J.T Meirelles,jazz,6.32,5.13
F**k It I Love You,Lana Del Rey,art pop,5.6675,3.76
Discordance,Foretaste,industrial,3.6075,2.5
Don't Know,Stereo MC's,dance,7.075,5.16
Sweet Bitter Beauty Song,Yoko Hikasa,,5.7,4.39
Pretty (Ugly Before),Elliott Smith,singer-songwriter,4.697403846153846,3.8729807692307694
Ulrikas Dance,Trygve Seim,jazz,6.32,5.13
skankoo repo (work in progress),ameobatube,experimental,4.276,4.624
Speedskating,Flunk,downtempo,5.205,3.49
Fascination Street (Extended M,The Cure,new wave,4.79,4.986000000000001
Playboy,Teena Marie,soul,6.23,5.11
Join Me In L.A.,Warren Zevon,singer-songwriter,2.513333333333333,3.3233333333333337
The Prettiest Sea Slug,Blockhead,electronic,6.426,3.392
Anioł,Hey,rock,7.57,6.099999999999999
Delta,The Higher Intelligence Agency,electronic,3.4009090909090918,2.1420454545454546
The Tale of Mr. Morton,Skee-Lo,hip hop,6.12,3.695
The Gods Who Light Up the Sky at the Gate of Sethu,Nile,death metal,6.55,3.5200000000000005
The Passenger,Michael Hutchence,rock,6.006714285714286,5.161857142857142
Middle Cyclone,Neko Case,indie,6.227666666666667,4.348888888888889
Butterfly,Hazel Mills,pop,6.575,3.015
Tiny Dancer (Deadmau5 Remix),Marco Demark,trance,5.810503597122303,4.345107913669065
Galaxies Part One (album edit),Asura,psychill,7.55,6.9
It's Likely To Have A Name Next Week ('Winter Wine' instrumental),Caravan,progressive rock,7.32,4.15
Ted - Jackpot Slocum & The Lonesome Poke Wranglers,Jackpot Slocum & The Lonesome Poke Wranglers,kids,6.65,4.77
When Will I See Your Face Again,Jamie Scott & The Town,singer-songwriter,6.376666666666668,5.28
Judas Goat,Killing Joke,post-punk,3.08,5.87
Light Up (Bonus Track),Tegan and Sara,chill,6.38,3.335
Since You've Been Rosenrot,Rammstein vs. Kelly Clarkson,mashup,5.86,4.45
Fear,Sade,soul,6.285777777777778,3.944
Sunday People (Don't Bang the Drum),Flunk,electronic,4.1866666666666665,3.2
Uriel,The Ark,acoustic,4.538340425531914,4.608893617021277
Mistletoe & Wine,Kassette,pop,7.26,2.55
A Chilling Tale Part IV / Belz,3 Mustaphas 3,spoken word,6.32,3.23
Flames Of Love,Shahram Nazeri and Shams Tanbur Ensemble,world,6.57,5.04
Safe and Sound,Azure Ray,indie,6.3065425531914885,3.517234042553191
Welfare Problems,Randy,rock,3.08,5.87
Noches De Media Luna (Alternate Mix),melody.,dance,6.84,5.0
Wings (I had once),Ataraxia,piano,7.043333333333334,4.376666666666668
Holes of Celestial Sphere,_Algol_,space ambient,5.464,4.061999999999999
Clouds fly as I smile,Matti Paalanen,ambient,5.659661016949154,3.254067796610169
Взгляд Пустоты,Sunless Rise,metal,5.0,5.28
Emphasurf,Micromars,,6.41,3.675
"Sötét, nagyon sötét",Right,hip-hop,6.33,5.76
Dela & Apani B - Let Me Know,Dela,chill,5.895,3.2675
In Another Life,Retractor,electronic,1.97,2.18
Ebony And Ivy,Esperanza Spalding,dance,7.39,5.85625
Inside The Seventh Colour,ZAILM Atoyanh,nu jazz,5.481276041666667,4.368541666666666
Interstellar Overdrive,Pink Floyd,psychedelic rock,3.750232558139535,2.6893023255813957
Coming Home,The 88,indie pop,7.173474576271187,5.34228813559322
Isn''t Life Strange?,The Clientele,indie,5.045714285714285,2.892857142857143
Headphone Song,Junior Senior,pop,7.766435643564357,5.44069306930693
Carter II,Lil' Wayne,rap,6.175,4.025
Fighter Plane,Ellie Goulding,british,5.621509433962264,3.404528301886793
Rots-O-Ruck (1997 Digital Remaster),Richard Marino & His Orchestra,,6.0,4.4925
Good Sons,Starflyer 59,indie,3.29,4.0
So Long I'll See Ya,Tom Waits,blues,3.08625,3.5025000000000004
Carrickfergus,Lisa Kelly,celtic,6.096666666666667,3.375
Ocean Home,Project Retouch,alternative,4.7575,2.5087500000000005
Little Wing,Gosia Kunc,,7.01,3.6766666666666663
Charcoal Days and Sterling Nights,The Ike Reilly Assassination,rock,4.97,4.405
DaDa,Alice Cooper,classic rock,4.4,6.0
Corner of Your Heart,Ingrid Michaelson,indie,5.784,4.137636363636363
Time/Confusion,Arthur Brown,rock,4.04,4.72
Hoes In My Room (Featuring Snoop Dogg),Ludacris,rap,5.654999999999999,6.295
Friday Fierce 04-01-2011,Brian Ashby,piano,4.0,5.7
Life Depends On Love,Bert Jansch,folk,2.4933333333333336,2.753333333333333
Little Portals to the Greater Sadness,Bearstorm,metal,5.863333333333333,4.553333333333334
The Girls,Diorama,electronic,3.1907692307692304,5.766153846153847
Blackberry Song,Kurt Vile,lo-fi,6.385,4.315
Shooting star dandelion,Stidiek,soundtrack,5.360171184022825,4.399928673323823
bnik7ykjjm,Jonas the Plugexpert,electronica,6.09,5.385
C Est La Vie,"Emerson, Lake & Palmer",progressive rock,4.999019607843137,3.6717647058823526
Black Leather,Klinik,ebm,6.359999999999999,7.113333333333333
The Baby,The Hollies,pop,6.84,5.0
JoHn Muir,ScHoolboy Q,rap,6.42,2.76
Obscurity of Purity,Malcom Kipe,electronic,3.15,3.32
Ballad Of The Bangkok Novotel,Manic Street Preachers,rock,3.45,5.35
Anywhere,Dubstar,pop,6.840000000000001,4.405
Sweet Spring Come,Hauschka,piano,7.05,1.91
Luna,Luca Turilli's Rhapsody,pop,4.389896640826873,4.877958656330748
Feel So Good,Mase,hip hop,7.366666666666666,5.116666666666666
Test Pattern #1001,Ryoji Ikeda,noise,5.55,4.29
Girls Can Tell,The Crystals,girl group,7.285,5.3375
Keep Your Lamp Trimmed And Burning,Magda Piskorczyk,blues,5.2057425742574255,4.58960396039604
Close Up the Honky Tonks,The Flying Burrito Brothers,cosmic american,3.6025,2.9
Vice Verses,Switchfoot,chill,5.693333333333333,4.025
Lady So Divine,Shinedown,rock,5.67,5.444999999999999
Get Lost,Icona Pop,pop,1.72,1.0833333333333333
Il vento caldo dell'estate,Alice,pop,6.235,5.875
When I Came Home From The Party,The Clientele,indie,5.29,2.78
Dark Moon (New Moon),HowManyDevils,rock,4.185,4.045
Vanishing Love,X Japan,j-rock,6.055000000000001,6.005
Nightrider,Electric Light Orchestra,classic rock,2.54,2.045
Bekoflow,Bernward Koch,piano,6.177777777777778,2.897777777777778
Come Together,東京ナミイ,soundtrack,5.534,4.4728
Lioness (Requiem),Sleepy Sun,,3.15,3.32
Stadium Des Zerfalls,Tyske Ludder,ebm,3.44,5.63
Sun In Your Eyes,Above & Beyond,trance,5.124802631578947,3.8288815789473687
Lost Where I Belong (Flying Lotus remix),Andreya Triana,trip hop,6.480000000000001,4.24
Paranoja,I.D.E.E.,,2.9,5.09
Alambradas,Four Tet,electronic,4.0125,2.665
In the City!,Ryan Beebe,electronic,4.538333333333333,4.985
Show Me the Way,Zap Mama,jazz,4.85,5.77
Big Boy,Big Bang,dance,4.0,5.7
Get Involved,Pete Rock,jazz,5.215,2.2425
Valley of Sound,Heather Nova,rock,7.25,2.49
A Spirit Steals A Child,The Residents,avant-garde,6.05,5.45
The Cracks Are Showing,Viv Stanshall,british,4.48,4.174
Liar Liar,Avicii,electronic,6.95,4.7
Sauerstofffabrik,Bunkergeist,,5.4,4.23
Holy Fire,Vineyard UK,chill,7.012380952380952,4.360952380952381
Fumo Di Londra 2,Piero Piccioni,soundtrack,7.185,5.165
Spiders Night,Tear of a Doll,experimental,4.21,4.6
Forest Dream,Taiga,ambient,5.055,4.205
Horn,Nick Drake,folk,5.718070175438598,3.1385964912280704
Party Fever,Scorcher,soca,7.56,4.62
Fineshrine,Purity Ring,synthpop,5.825084745762711,3.8593220338983047
Alive and Amplified,The Mooney Suzuki,indie,7.170000000000001,6.016666666666667
Welcome2MyWorld,Cold,post-grunge,4.32,3.55
Es ist ein Ros entsprungen,Michael Praetorius,baroque,7.95,6.95
Cherubino,Take Abe,ambient,5.2700000000000005,4.09
Taking On Water,John Mayer,,6.016666666666667,3.283333333333333
Lucy,Divine Comedy,indie,5.101506849315069,4.384931506849316
Toxic,Britney Spears,pop,7.47860465116279,6.357441860465117
Onward Christian Soldiers,Jon Schmidt,piano,6.95,5.0
Dead By Dawn,Coaltar of the Deepers,death metal,5.904999999999999,5.975
T-Spot,Bentley Rhythm Ace,big beat,5.86,4.45
Rowboat,Emily Haines & The Soft Skeleton,indie,5.729480519480519,3.726753246753247
Emily's Heart,Jamie T,indie,6.30925925925926,3.291851851851852
Carjacker,Slambo,electronica,5.808235294117647,4.74
Bang Yer Head,Portraits of Past,screamo,3.95,5.57
Hey Now,London Grammar,indie,5.929745222929936,3.636496815286624
I Love This Life,The Blue Nile,,4.0,2.68
Broken Promise,Placebo,alternative rock,4.5777777777777775,4.806666666666667
Nobody Asked Me (If I Was Okay),Sky Ferreira,indie,6.0,3.53
Don't Go Into That Barn,Tom Waits,blues,3.146153846153846,3.4692307692307693
In Fiction,Isis,post-metal,5.4941025641025645,3.935256410256411
Before It's too Late (Intro),Tadnees,noise,5.969090909090909,5.002727272727273
Me & Mary,Asobi Seksu,indie,7.009652173913044,4.917913043478261
I Can't See You With Him Ft. Fred-ex,Randy Rocket,hip-hop,6.61,5.293076923076924
Mr. Spock,Nerf Herder,rock,6.871196581196581,5.472735042735042
Poison,Martina Topley-Bird,trip-hop,7.067884615384616,4.8713461538461535
Two Paths,David Helpling & Jon Jenkins,ambient,6.05,5.45
I Will Have My Portion,Susan Werner,country,4.95,3.7
Fer,Sigur Rós,soul,7.240000000000001,4.8
My Love Is Too Much,Vanessa Daou,trip-hop,7.1625,6.445
Lakonga,Vivian Stanshall,british,7.81,5.985
Baby's Got Sauce,G. Love & Special Sauce,chill,5.658483870967742,3.5392903225806456
Creation Science 101,Roy Zimmerman,singer-songwriter,4.826666666666667,3.4566666666666666
Bittersweet,Fantasia,soul,6.2072,4.499333333333333
Czy Nie Szkoda Ci,Flykkiller,trip-hop,4.6125,3.41
Secret Splendor,Buck 65,soundtrack,5.16,4.9366666666666665
5 Verses,Jeremy Warmsley,indie,7.19,4.2250000000000005
Ashes In The Snow,Mono,post-rock,6.648846153846155,4.49
Sweet Head,David Bowie,glam rock,7.417457627118644,5.408474576271185
Biketail & Motorsnout,Fossa,electronic,6.0325,3.975
Don't Come Around Here No More,Tom Petty,rock,6.025,2.46
I Do,Chingy,rap,6.123333333333334,4.793333333333333
alcohol,カヒミ・カリィ,rock,5.278440366972477,4.873761467889907
Botany Bay,Blaggards,punk,6.55,3.52
Obvious Song,Joe Jackson,rock,3.215,2.175
Wanna come back to my room and listen to some Belle and Sebastian?,This Town Needs Guns,math rock,7.95,6.95
Grey Gardens: Another Winter In A Summer Town,Christine Ebersole,broadway,6.55,4.235
Hold My Liquor,Kanye West,hip hop,5.150612244897959,4.1124489795918375
No Man's Land,Alice Cooper,rock,2.945,3.79
Accla Taqui - Chant Of The Chosen Maidens,Yma Sumac,,6.8,6.175
2nd REality OST,Purple Motion,demoscene,4.303333333333334,2.9633333333333334
Carthego Est Delenda,Million Dead,emo,6.465,5.0200000000000005
The Medicine Show (Live),The Dream Syndicate,paisley underground,5.88,4.05
Sad,Richey Hackett,electronica,1.715,1.805
Collision,"Fuck, The Retarded Girl",noise,3.44,5.63
This Song,George Harrison,rock,7.314999999999999,4.380000000000001
Extraordinary,Mandy Moore,pop,6.088888888888889,4.171111111111111
Rare Brazil,Bosanova,moog,6.895,4.85
"Lily, Rosemary and the Jack of Hearts",Bob Dylan,folk,6.360196078431374,4.797450980392157
Hotblooded (live in Sydney),Roxette,classic rock,5.25,4.424
Hand in Hand - Video Version,Beatsteaks,rock,7.63,5.89
Rotten,Nurzery [Rhymes],dark electro,3.15,3.32
Niteclub,Old 97's,rock,3.3466666666666667,4.38
Deafening Silence,Serj Tankian,alternative rock,6.335,4.325
La Ti Da,The Icicles,indie,7.7825,5.465
Time and Space,Van Risseghem,ambient,4.72,2.93
39,The Cure,alternative,4.1066666666666665,4.145
Who Knows Where Time Goes,Nina Simone,blues,4.5,3.495
Tao of the Machine,The Roots & BT,soundtrack,4.855,5.635
Much More,De La Soul,hip-hop,6.965,4.23
FOUNDATION (How Firm a Foundation),Bobby Fisher,folk,6.95,5.0
Don't Cry,Shikata,soundtrack,5.274090909090909,4.754545454545455
Make A Wish,Rupert Hine,,3.375,5.255
High & Dry,Radiohead,alternative,5.386990291262135,2.938252427184466
Night Shift,Oar,happy,5.05,2.953333333333333
Lyse Nætter,Alberte,pop,7.386666666666668,4.666666666666667
With Every Heartbeat,Kleerup,indie,6.95,4.7
Cho Ku Rei,Jonathan Goldman,meditation,3.542857142857143,2.291428571428572
Down the River of Golden Dreams,Okkervil River,indie,4.815,4.83
Even Spring,Plaid,electronica,5.027142857142858,3.412857142857143
Gentle People Are Love (Lactolite Mix),The Gentle People,disco,5.1866666666666665,3.7066666666666666
Dream Machine,Decoded Feedback,electro,3.94,4.36
Swedish Boys,King Dude,visual kei,3.349112903225806,5.140612903225806
The Night,Radio Werewolf,gothic rock,2.4444444444444446,5.042735042735043
Other Side of the World,KT Tunstall,pop,6.106885245901639,3.740983606557377
God Moving Over the Face of the Waters,Moby,ambient,6.049801980198019,4.225742574257425
Fools,Cirkus,trip-hop,6.4475,4.557499999999999
Knock Me Out,Child's Play,rock,3.85,5.64
Aggressive Behaviour,aktivehate,,3.94,4.36
All the Way Up to Heaven,Guster,alternative,6.568052631578946,4.168578947368421
Sunset,Kali Uchis,pop,5.51,3.518
Happy R,The Ecstasy of Saint Theresa,electronica,7.22,6.02
Call Me,Throwing Muses,rock,4.0,2.68
Prelude,The Cinematic Orchestra,downtempo,6.2069230769230765,3.509230769230769
Widerstand,Curse,reggae,7.57,5.5
Silver Venus,swansea mass,chill,6.6,3.12
Manju,E.S. Posthumus,choral,7.26,5.1
Sellout,Abigail's Ghost,progressive metal,4.816666666666666,5.52
"I Want You, but I Don't Need You",Momus,indie,5.934,5.042
The Rocker (Live (1978)),Thin Lizzy,classic rock,2.7425,3.395
I Want To See The Bright Lights Tonight,Matt Pond PA,indie,5.425,3.62
Ascension (Edit),[:SITD:],electronic,4.175,4.095
Every Time I Breathe (LP Version),Big Daddy Weave,praise,7.371551724137931,4.224827586206897
"Concerning the UFO Sighting Near Highland, Illinois",Sufjan Stevens,indie,5.948453608247423,3.5398969072164954
Scarlette,Sevdaliza,electronic,3.227841140529532,4.338757637474542
Vise La Réclame,Léo Ferré,french,6.32,3.23
8-Bit Felon (Original Mix) 120BPM,Groovebox,trance,4.2925,3.095
musicbox,Regina Spektor,piano,7.006785714285715,4.9575
Francesca,Richard Thompson,rock,6.911666666666666,5.4383333333333335
SUMMER GODDESS,"SOIL & ""PIMP"" Sessions",,7.22,6.02
Sequenzen,Die In Progress,noise,3.137142857142857,5.032857142857143
Different,Robbie Williams,rock,5.781588946459412,4.765094991364422
The Swish,The Hold Steady,indie rock,5.91,5.619999999999999
Outside,Aaron Ackerson,pop,4.66,4.755
Humankind,Grant-Lee Phillips,rock,7.26,2.55
Who Knows,Ariel Meirelles,soundtrack,5.665,5.71
The Rosarita Beach Café,Warren Zevon,classic rock,1.715,1.805
Thrylos,志方あきこ,soundtrack,5.527916666666667,4.48125
A Rat Like Me,Mötley Crüe,hard rock,3.85,5.64
Midnight Caffè,Gabin,lounge,6.84,4.365
AGGRESSIVE,Boa,dance,5.836119402985076,5.768805970149254
O COMPLÔ  *A  MAFIA * =  a festa da mafia,O COMPLÔ,hip-hop,2.7,1.79
Stem/Long Stem**Transmission 2,DJ Shadow,hip-hop,5.885,3.565
Give Me the Night (Chill Night mix),Randy Crawford,soul,7.196666666666668,4.236666666666667
Mouse On Mars,DJ Spooky,electronica,4.78,4.625
With my Hammer,Seize The Day,folk,7.06,5.515
If God Will Send Her Angels (Karaåke Version),Timo Tolkki,,6.64,6.95
All Comes Down,Cinderella,hard rock,3.85,5.64
Незачем,Татьяна Зыкина,rock,4.954999999999999,5.19
Skin,White Zombie,metal,3.08,5.87
Islands In A Black Sky,Bruce Cockburn,folk,6.896,3.796
All The Voices,INXS,rock,5.9,3.81
Honey Bunny,Girls,indie,7.77,4.14
Ted's Waltz,Beth Orton,folk,3.135,1.475
Rockin' Chair (Live),The Band,classic rock,3.05,3.05
God,John Frusciante,experimental,3.4166666666666665,2.4866666666666664
"Peer Gynt Suite N. 1, Op. 46 - 2. Aases Tod","Berliner Philharmoniker, Herbert von Karajan",classical,1.66,1.39
For the Fallen Ones,Toroidh,martial industrial,3.6,2.8200000000000003
Empathy,Swans,post-punk,3.4633333333333334,4.566666666666666
The Jam,Jean Grae,chill,4.9,3.35
Speak of the Devil,Chris Isaak,rock,6.598333333333335,5.041666666666667
Divined by Trophonios,Daemonia Nymphe,neofolk,5.785,3.195
Always Move Fast,Lydia,acoustic,4.5216666666666665,2.063333333333333
Held,Holy Other,ambient,5.12875,3.02375
Bob Is Not Your Uncle Anymore,Walter Becker,rock,7.25,5.65
Binaca,Kevin Blechdom,electronica,2.12,2.595
The Isle Of Dreaming,Kate Price,celtic,6.67076923076923,3.484102564102564
Simone,Boz Scaggs,smooth jazz,2.9657142857142857,3.464805194805195
Butterfly's Sleep,L'Arc~en~Ciel,j-rock,7.135172413793103,4.711379310344827
In Trouble,Frank Klepacki,soundtrack,7.12,6.1
Dialóg,Collegium Musicum,experimental,3.0,5.35
Signs Point To Yes (But Outlook Not So Good),Headlights,indie pop,4.69,3.026666666666667
Jesus Loves Me,Whitney Houston,gospel,6.39,2.625
You Are Lost,Bonnie 'Prince' Billy,country,4.22,3.86
West Coast,Ils,breaks,6.1,3.8433333333333337
Can I Erase The Demon?,:Of the Wand & the Moon:,dark ambient,4.154285714285714,4.058571428571429
Ain't The Devil Happy,Jeru the Damaja,east coast hip hop,5.17,6.590000000000001
