,track,artist,genre,valence_tags,arousal_tags,lyrics
238,Here For You,Firehouse,hard rock,7.475,5.029999999999999,"So you think, you've got it all figured out Well, you know you can't make it alone Everbody need somebody to help them out And you know I could be that someone And if you ever get lost on life's highway Don't know where to go There's just one thing that I want you to know I am here for you, always here for you When you need a shoulder to cry on Someone to rely on, I am here for you So you think that love is long overdue Tired of looking for someone to care Let me tell you, ""Now the choice is up to you"" But you know I will always be there I am here for you, always here for you When you're needin' someone to hold you Remember I told you, ""I am here for you, I am here for you"" So now, you've got it all figured out And you know you've found someone that cares And if you ever need somebody to help you out Well, you know I will always be there And if you ever get lost on life's highway Don't know where to go There's just one thing that I want you to know I am here for you, always here for you When you need a shoulder to cry on Someone to rely on, I am here for you Always here for you When you're needin' someone to hold you Remember I told you ""I am here for you, I am here for you"", yeah"
244,self images,genCAB,electronic,2.103333333333333,2.6966666666666668,"Understand that I went backwards Falling over, going home But moving foward as I spoke ""i thought you understood the consequences"" Diversion from the Earth A newer version of my birth Deserving every moment. I said ""this time i meant it"" I need to stop this, its all a mistake I said I'd do it, whatever it takes This time I'll keep every promise I make Take a step backwards and give me the strength CHORUS Give up my life and rewind it tonight So sudden but safe led to the light Betray my stay because here i'm ok There's nothing really left for me anyway Give up my life and rewind it in white No tunnels to take me to sleep tonight Betray my stay cause the answer's to Kill yourself and live happily after Repeat the sequences i dont know what this means Cause all i see between us is me saying ""seperate the fake selections"" The same, its all the same my name, my clothes, my everything Again i'm left here thinking that ""i thought i could see it"" Now I'm fading falling in cascades I feel safer when I'm translucent And I'm phasing, changing different shades I'm so lucid when I'm not moving I need to stop this, its all a mistake I said I'd do it, whatever it takes Pull the trigger cause everything's fake Pull the trigger and everything breaks"
247,Involuntary,M. Ward,indie,6.829999999999999,2.8866666666666663,"Have you ever been alone in the night time And you're thinking that you just don't know And that feeling grows Without control And you're thinking about a place to go But your body tells you ""Stay at home"" It's involuntary And when the phone has lost it's bell And the doorbell has lost it's sound You're only hearing your heart pound It's involuntary And have you ever tried to leave at the right time But the right time seems to come so slow And that feeling grows Without control And you're thinking about a place to go But your body tells you ""Stay at home"" It's involuntary And when the phone has lost it's bell And the doorbell has lost it's sound You're only hearing your heart pound It's involuntary"
252,I Just Got Back From Hell,Gary Allan,country,3.96,4.155,"I just got back from Hell And I'm satnding here alive I know it's really hard to tell Don't know how I survived But I can't say that I'm doin' great But I think I'm doin' well That Devil's gonna have to wait 'Cause I just got back from Hell Well, I just got back from Hell And I guess to tell the truth Well, I've been mad at everyone, including God and you When you can't find no one to blame you jus blame yourself And I know I'll never be the same I just got back from Hell Forgive me if I had any part If Iever broke your heart in two Forgive me for what I didn't know For what I didn't say or do And, God, forgive me as well 'Cause I just got back from Hell Well, I just got back from Hell And I need to make some plans It's the last thing that I wanna do But I'll do the best I can I'm gonna learn to live again But I think I'll sit a spell Tell the world that I'm alive And I just got back from Hell I can't say that I'm doin' great But I think I'm gettn' well Gonna let the world know I'm alive And I just got back from Hell And I just got back from Hell I just got back from Hell Got back from Hell"
257,Major Fuck Off,Lifelover,depressive black metal,2.53,6.2,Major... Fuck... Off!
259,Hundredaire,Hey Willpower,indie,5.658333333333333,3.85,You said you wanted me to stay But then you looked the other way I'm comin' in and out of style Oh baby please change the dial You said you wanted take it slow But now you order it to go If how you treat me is a gage I think its time to turn the page Let you go (oh baby) Let you go (oh baby) I have so much you wanna say But you're just drivin' me away You said to close my eyes and blow I wish that you will ever know I saw you with another guy So many other reasons why This situations getting' low I think I have to let it go I don't want to beg But you are stuck inside my head There's nothing left I haven't tried I think I should get off this ride Let you go - heyyyy-(oh baby) Let you go - heyy heyy-(oh baby)- heyy heyy heyyy Let you go - heyyyy- (oh baby) Let you go - heyy heyy-(oh baby)- heyy heyy heyyy You said you wanted me to stay But then you looked the other way I'm comin' in and out of style Oh baby please change the dial I saw you with another guy So many other reasons why This situations getting' low And I just have to let you go I don't want to beg But you are stuck inside my head There's nothing left I haven't tried I think I should get off this ride
261,Sick Of Man,Cold,rock,4.763103448275862,3.225862068965517,"Gave all the vampires back to God that day No one got raped here but the pain's still inside Well I'll never love you but I've got words to say No one betrayed here but the memories lie I said don't go away Turned off the lights and then you Said please don't follow me And you cared You stole my passion, burned my everything They're all the same here Locked up change deep inside Well I'll never love you but I've got words to say You killed the feeling but the pain's still alive I said dont go away Turned off the lights and then you Said please don't follow me And you cared You kept your feelings hidden like a psycho Burned it all down, take me with you Won't you let me go I said dont go away Turned off the lights and then you Said please don't follow me And you cared Well I'm so sick We're just so sick"
266,Wanna Be Loved,John Legend,soul,6.766666666666668,4.449999999999999,"  Yeah, you wanna be loved, yeah Oh, come on, come on, come on, come on, come on You wanna be loved, yeah Listen  Everywhere I go, everywhere I’ll be I see lonely hearts and falling leaves Where do those hearts go, do they find their match Or do they drift away, it’s time to bring them back  They wanna be loved, they wanna be loved Come on, it’s simple enough They wanna be loved, yeah They wanna be loved, they wanna be loved A little piece to the heart They wanna be loved  But everybody knows it don’t always last But if I can’t have it for long, then I want it fast Better love for now, than for never at all So baby, if you’re down, give me a call! I wanna be loved, I wanna be loved Come on, it’s simple enough I wanna be loved, yeah Alright, c'mon I wanna be loved, I wanna be loved A little piece to the heart I wanna be loved Yeah  La la la la Yeah, don’t you wanna be loved Yeah, sing for love, yeah! Yeah, don’t you wanna be loved?  You wanna be loved, you wanna be loved Come on, it’s simple enough You wanna be loved, yeah Alright You wanna be loved, you wanna be loved A little piece to the heart You wanna be loved, oh yeah!"
267,Teenager in Love,Red Hot Chili Peppers,rock,7.971929824561404,5.169210526315789, Each time we have a quarrel It almost breaks my heart Because I am so afraid That we will have to part Each night I ask the stars up above  Why must I be a teenager in love?  One day I feel so happy Next day I feel so sad I guess I'll learn to take The good with the bad Each night I ask the stars up above  Why must I be a teenager in love?  I cry a tear For nobody but you I'll be your lonely one if you should say we are through Well if you want to make me cry That won't be so hard to do If you should say good bye I still go on loving you Each night I ask the stars up above Why must I be a teenager in love?  I cry a tear For nobody but you I'll be your lonely one if you should say we are through Well if you want to make me cry That won't be so hard to do If you should say good bye I still go on loving you Each night I ask the stars up above  Why must I be a teenager in love? Why must I be a teenager in love? Why must I be a teenager in love? Why must I be a teenager in love? Why must I be a teenager in love? Why must I be a teenager in love? Why must I be a teenager in love?
268,Join With Us,The Feeling,rock,7.638644067796609,5.943220338983051,"Half past eight and you're late Coffee's cold, what a state They've dragged you down Fate's got you scraped Worked to death Can't you turn them words around? Is it really what you want? Is it really what you need? Is it really what you choose, my dear? Is it really what you want? Is it really what you need? Is it really what you choose, oh, oh? The world is in your hands The world is in your hands The world belongs to those of us Who still believe we can And it matters what you do Though they all look down on you 'Cos it's better that you've come from nothing Than nothing comes from you (Come with us) Come with us (Come with us) Come with us (Join with us) Join with us (Join with us) Join with us Don't make a sound Count your pennies Count your pounds There's no way out What will you do When all love gives up on you? Can't turn around Is it really what you want? Is it really what you need? Is it really what you choose, oh, oh? The world is in your hands The world is in your hands The world belongs to those of us Who still believe we can And it matters what you do Though they all look down on you 'Cos it's better that you've come from nothing Than nothing comes from you (Come with us) Come with us (Come with us) Come with us (Join with us) Join with us (Join with us) We've got a place and it's here for you For all we ever wanted was a different view I never knew somebody live with so much pain If you open your heart, come with us and we'll take you away (Come with us) Come with us (Come with us) Come with us (Join with us) Join with us (Join with us) Join with us (Come with us) Come with us (Come with us) Come with us (Join with us) Join with us Join with Ring, ring, beep, beep, ah-hah Ring, ring, beep, beep, ah-hah Ring, ring, beep, beep, ah-hah Ring, ring, beep, beep, ah-hah Ring, ring, beep, beep, ah-hah Ring, ring, beep, beep, ah-hah Ring, ring, beep, beep, ah-hah Ring, ring, beep, beep, ah-hah Ring, ring, beep, beep"
270,I Just Wanna Be God,Alice Cooper,hard rock,4.24,5.19,"I'm in control I got a bulletproof soul And I'm full of self-esteem I invented myself with no one's help I'm a prototype supreme I sit on my private throne And run my lifestyle all alone Me, myself and I agree We don't need nobobdy else I never learned to bow, bend or crawl To any known authority I really want to build my statue tall That's all I'm just trying to be God I only wanna be God I just wanna be God Why can't I be God I got no time to take advice I want to gamble with my eternity with loaded dice I don't need a preacher in my face When I'm the omnipresent ruler of the human race Ain't gonna spend my life being no one's fool I was born to rock and I was born to rule But if I'm wrong on judgement day I'm royally screwed with hell to pay I never learned to bow, bend or crawl To any known authority I really want to build my statue tall That's all I'm just trying to be God I only wanna be God I just wanna be God Why can't I be God I'm just trying to be God I only wanna be God I just wanna be God Why can't I be God I'm just trying to be God I only wanna be God I just wanna be God Why can't I be God"
273,Cardiff Afterlife,Manic Street Preachers,rock,5.540977443609022,4.621127819548872," If the love between us has faded away Left in the rain, Scratching at the stains The paralysed future The past sideways scrawl I must give up on this It makes no sense at all Makes no sense at all  In the Cardiff afterlife In the Cardiff afterlife We sense the breaking of our lives In the Cardiff afterlife In the Cardiff afterlife  And yet I kept my silence Your memory is still mine No I will not share them Acquaintance through denial For I witnessed splendour And evil that no-one saw And I felt kindness And vanity for sure  "
275,Wildcat!,Be Your Own Pet,indie,6.560291262135921,5.506796116504855,"You know I love you like the sludge from my cow house city Oh I love you like the sludge from my cow house city I am wildcat You are a worm And we are chasing each other and taking turns We aren't giving up, we aren't safe And we are chasing each other all over the place You know I love you like the sludge from my cow house city Oh I love you like the sludge from my cow house city I am wildcat You are a worm And we are chasing each other and taking turns We aren't giving up, we aren't safe And we are chasing each other all over the place"
279,The Clearing,Arab Strap,indie,2.74,4.216666666666667,"Oh, she always used to be the same She'd be loose with a straight dark facial frame And now the things that used to turn me off, I find endearing And they laugh behind the trees and she lays naked in the clearing I adore her, but I ignore her See, I know it won't last as I reflect upon my past But on severance she makes no difference There's things I won't let her know, as we're perfecting our show I won't ignore her, I think I'll phone her I can't explore her if I ignore her And now the things that used to turn me off I find endearing And they laugh behind the trees as she lies naked in the clearing But she won't beckon, is what I reckon She might adore me, but she'll ignore me Tell them to show there, and we get nowhere She helps my snoring, so it never gets boring And she always used to be the same She'd be loose with a straight dark facial frame And now the things that use to turn me off, I find endearing And they laugh behind the trees and she lays naked in the clearing"
280,Brutality,Black Box Recorder,indie,3.816666666666666,3.78,"Whatever happened to the fear of God? Whatever happened to church on Sunday? Whatever happened to the velvet glove and the iron fist? Whatever happened to the social season? Whatever happened to the debutantes? Whatever happened to the south of France? Good old fashioned brutality Everything in its place Good old fashioned barbarity Leave the room in disgrace Whatever happened to drinking and driving? And doing the decent thing? Hiding out on the continent Getting over a nervous breakdown? Close the ranks and remove all traces Say anything to stay out of jail What it really boils down to It always wins, it never fails Good old fashioned brutality Everything in its place Good old fashioned barbarity Leave the room in disgrace Driving back from a late night party Took a corner much too fast Head on collision with the 21st century Whatever happened to brutality?"
282,Sea Breezes,Siouxsie and the Banshees,post-punk,6.553999999999999,5.334,I've been thinking now for a long time How to go my own separate way It's a shame to think about yesterday... a shame We've been running round in our present state Hoping help would come from above But even angels there make the same mistakes in love Now that we are lonely Life seems to get hard Alone what a word lonely Alone it makes me cry Thought-train set in motion Wheels in and around Express our emotion Tracks up then it cracks down
283,Sluts in the city,GG Allin,punk,5.701428571428571,4.611428571428571,"So we're gonna die young, 'cause we're tough And we don't ever need anybody We might stink, but we're strong And we don't give a fuck about anyone Oh sluts in the city, walk like me Oh sluts in the city, talk like me We're the sluts in the city, I'm a bitch I'm a sleazy whore Well, uptown, downtown, all around You see, on Cedar Street, where sluts and I will be We're all out there, looking for a thrill We got money, but we don't care We get in trouble for the things we wear We don't fit in, they're always closing doors We get kicked around by everyone, outsiders looking in We're the Cedar Street sluts, and we hate everyone Oh sluts in the city, walk like me Oh sluts in the city, talk like me Oh sluts in the city, I'm a bitch and I'm a sleazy whore Oh sluts in the city, walk like me Oh sluts in the city, talk like me Oh sluts in the city, I'm a bitch I'm a sleazy whore East side, west side, suicide I beat my dick for kicks, I wanna get so high A cheap bottle of brandy, a joint, or a bottle of wine Hey what's the matter? Well I'm fucking pissed I'm all fucked up, but it's such a blast Because I'm drunk in generation x Got a barbed wire fence wrapped around my neck Outsiders looking in, we're the sluts, and we hate everyone Oh sluts in the city, walk like me Oh sluts in the city, talk like me Oh sluts in the city, I'm a bitch I'm a sleazy whore Oh sluts in the city, walk like me Oh sluts in the city, talk like me Oh sluts in the city, I'm a bitch I'm a sleazy whore Yea, we're gonna die young, 'cause we're tough And we don't really need We might stink, but we're strong enough And we don't give a fuck about anyone Oh sluts in the city, walk like me Oh sluts in the city, talk like me I'm a slut in the city, I'm a bitch I'm a sleazy whore I'm an animal creeping in the night A sick perverted thing in the sewer pipe In the concrete jungle, when walls cave in 'Cause sluts in the city rule, OK, outsiders looking in Well, we're the sluts, and we hate everyone Oh sluts in the city, walk like me Oh sluts in the city, talk like me Oh sluts in the city, I'm a bitch I'm a sleazy whore Oh sluts in the city, walk like me Oh sluts in the city, talk like me Oh sluts in the city, I'm a bitch I'm a sleazy whore"
284,Falling Snow,Agalloch,doom metal,5.777777777777778,4.283703703703703,"The water pours its embracing arms 'round the stone Decay drips from the unquiet void where the ice forms, where life ends The stone is, by the crimson blood, swallowed; the red tide, beyond the ebon wound, contorted My sacrifice bids farewell in this river of memory: a wave to end all time Oh... Red birds escape from my wounds, return as falling snow to sweep the landscape A wind, haunted; wings without bodies Oh... The snow -- the bitter snowfall You long to die in her pale arms, crystalline; to become an ode to silence, in the soul of a mountain of birds, fallen Oh... The cascading pallor of ghost-less feather The snow has fallen, and raised this white mountain on which you will die and fade away, in silence"
292,The Last Something That Meant Anything,Mayday Parade,alternative,5.173846153846154,4.826923076923077,": Well I thought that we could sit around and talk for hours About things I couldn't say to you And things that we could never do, and This conversation has had no face When the words take days you can re-write and erase anything : You know my heart (so tell me honestly, did you ever really want this?) Knows all these : And I'll borrow words from all my favourite paragraphs To write a ballad while we say the things We'd hope would mean the most to me And each line is sent I have found a new pages of hope for the days When I feel like I've lost everything : You know my heart (so tell me honestly, did you ever really want this?) Knows all these lines (cause my jealous heart really can't take that) So I'll sing this song for every word that's come out wrong : X2 But, I'll be OK (Is that what you want me to say?) It's called breakup Cause it's broken But I'll be OK (is that what you want me to say?) It's called breakup Cause it's broken I'll be OK, is that what you want me to say? Cause it's broken And you were just about to tell me How you meant that you were sorry And the nights we've spent Have really meant the world to you Let's not pretend I'm keeping track on every note On every page the day she wrote The cherry flavored kisses Well, I taste them Do you miss it? : x2 : Well I thought that we could sit around and talk for hours About things I couldn't say to you And things that we could never do"
298,Personal,Craig David,soul,6.659999999999999,5.66,"Personal Anything you want from me I'll do But first Let's get personal Personal,personal,personal Let's get personal Personal,personal,personal Personal with you We're sittin' havin' dinner at your parent's home Some of the finest food i've ever known But i need some sweetness on my tongue And it ain't a type of sugar on no So maybe we can go somewhere Name a room girl i don't care Where's the bedroom(it's upstairs) I'll meet you there in a minute Girl so we can get... Let's get personal (ooh yeah) Personal (tight baby) Personal (maybe we can get) Personal (just a little, just a little bit) Let's get personal (ooh yay) Personal (i wanna get personal) Personal (come on baby, just trust me) Personal (i wanna get) Personal with you I'm behind you in your bedroom with your hands against the wall But keeping one eye on the door Got your t-shirt and your panties on Ooh what feels so right, can't be wrong, no I know you like it when i touch you there Girl just keep it quiet or they'll hear Feel the tremblin' all down your leg I'd love to head to your bed so that we can get...personal Shh...should i take off my clothes (no) Put the lock on the door? Let go of your deepest inhibitions Let me fulfil your fantasy girl Like me touching you there? (yeah) The way that i play with your hair? Emotions running wild until we stop Yeah...oh Let's get personal (ooh baby) Personal (i wanna get personal with you) Personal (we can do anything you wanna do) Personal (whoah) Let's get personal (when you rub and you're close to me) Personal (feel the fire just like ecstasy) Personal (and the way that you're touching me i want it baby all the time) Personal Personal with you Oh i want to make love to you so let's get personal Let me be your fantasy You're all i need oh girl Let's get personal Personal Name every little thing you want me to do It's like ecstasy baby When i'm lyin in bed next to you Girl i don't give a damn about Who's outside or downstairs I just wanna get personal baby So bad makes me wanna say... Oh, oh, oh, oh It makes me wanna say... Oh, oh, oh, oh All of my people say... Oh oh oh oh Oh oh oh oh"
299,Delftsblauw,Sevdaliza,comedy,5.959420560747663,5.002859813084112," Small talk als lokzaad Sexy geen overdaad Spraken af te spreken tot je niks van me overlaat Poesje mauw, kom eens gauw, lust je rauw Laat me je dorst & honger stillen Ik heb lekkere melk voor jou Nu lig ik naakt in het kozijn Sluit het gordijn, verheug op de pijn Wil je het licht met me zien Moet het volkomen donker zijn Omringd door je parfum Bloed zweet & whiskey Duw me tegen de muur Vlammend in vuur, zoet als fristi Ik laat je steigeren, tijger op stiletto's Buig mijn strepen, luid & heter Ruig maar teder en ik lay low Stay low, kom anoniem biechten Breng alle zonden van het vuile tot het vieze Welkom in het heiligdom van binnen Moge je vaker komen biechten Moge je vaker komen bidden Niet het laatste avondmaal maar de beste Drink mijn heilige water om je dorst te lessen Aangekomen & gekomen in de ochtendauw Aandenken prijkt op m'n heup als delfts blauw Bont & delftsblauw Aangekomen & gekomen in de ochtendauw Aandenken prijkt op m'n heup als delfts blauw Bont & delftsblauw  Vannacht blok ik de uren in mijn dubbele agenda 365 dagen draait mijn ster om jou kalender Draait mijn aarde om je zon Oog om oog, tong om tong Draag mijn goud in je mond tot de ochtenstond komt, lik me Laat me je vingers in kaarsvet dippen Sex is de religie in ons midden Dit is puur & lekker tussen 4 muren checken Vurig samentrekken van genot lekkerbekken, ontdekken Stof van mijn huid De grond onder mijn voeten Lik het zweet van mijn lippen Laat me je naam nogmaals roepen Ruiken proeven, lust en gij zult eten Eva is de naam, vandaag is Adam godvergeten Breng je offer door te geven Langs de lijnen van je lichaamsdelen ben ik heer & meester Breng je offer door te geven Langs de lijnen van je lichaamsdelen ben ik heer & meester Aangekomen & gekomen in de ochtendauw Aandenken prijkt op m'n heup als delfts blauw Bont & delftsblauw Aangekomen & gekomen in de ochtendauw Aandenken prijkt op m'n heup als delfts blauw Bont & delftsblauw Aangekomen & gekomen in de ochtendauw Aandenken prijkt op m'n heup als delfts blauw Bont & delftsblauw Aangekomen & gekomen in de ochtendauw Aandenken prijkt op m'n heup als delfts blauw Bont & delftsblauw"
302,Access Babylon,Probot,metal,3.69,4.994999999999999,"We're going out on a limb Our people are about to disown us now Incrementally change mentality Speak of values miss the irony What you once shunned Is now what you seek Three hundred sixty And never miss a beat Success come knockin' And so we're dabblin' See the circles that we travel in What you once shunned Is now what you seek Three hundred sixty And never missed a beat Access Babylon Access Babylon All access, yeah, but not quite Your cast goes left but not allowed right Force field limbo caught in mid strata Funds evaporate so called friends scatter Your people call my people What's this? i'm skeptical Success come knockin' And we're dabblin' See the circles that we travel in Access Babylon Access Babylon Incrementally change mentality Speak of values miss the irony What you once shunned Is now what you seek Three hundred sixty And never miss a beat Access"
304,Anything at All,Firewater,alternative,1.87,2.065,"Well if I was a satellite I'd watch you when you sleep And if I was an undertow I'd drag you to the deep And if I was a prison I would hide you in my walls And if I was an angel I would catch you when you fall 'Cause it's such a cold day down here in hell And it's a long way, long way to heaven But it's okay 'cause we're singing with the angels And it's such a cold day down here in hell And it's a long way, long way to heaven But it's okay 'cause we're singing with the angels And I would give you everything I have If I had anything at all Anything at all And if I was a memory I'd creep into your mind And if I was a tourniquet I'd never let you die 'Cause it's such a cold day down here in hell And it's a long way, long way to heaven But it's okay 'cause we're singing with the angels And it's such a cold day down here in hell And it's a long way, long way to heaven But it's okay 'cause we're singing with the angels And I would give you everything I have If I had anything at all Anything at all Anything at all 'Cause it's such a cold day down here in hell And it's a long way, long way to heaven But it's okay 'cause we're singing with the angels Anything at all And it's such a cold day down here in hell And it's a long way, long way to heaven But it's okay 'cause we're singing with the angels Anything at all 'Cause it's such a cold day down here in hell And it's a long way, long way to heaven But it's okay 'cause we're singing with the angels Anything at all If I was a hurricane I'd blow your world apart All over the world Winners are cheating Losers are weeping Take anything at all All over the world Lovers are killing Suckers are willing Anything at all"
305,Granice,Eldo,hip-hop,1.856666666666667,1.1266666666666667," Mówią: ""możesz wszystko"", więc głowę mam spokojną Może Ty, ja wiem, że czegoś mi nie wolno Mówią: ""to się opłaca, więc skąd skrupuły"" Ja wole wiedzieć co warto, niezależnie od sumy Niezależnie od dumy, reperkusji i skutków Nawet, gdy uwodzi głupców i idą za czymś tłumy Mówią: ""prać brudy należy w wąskim gronie, za kurtyną"" Ale cóż i tak masz brudne dłonie Stoję, nic więcej i nic mniej niż człowiek Z każdą wadą i zaletą gotów konsekwencje ponieść Stanąć w obronie lub uderzyć pierwszy, milczeć Lub wziąć pióro i pisać trudne wersy I nawet jeśli milczę, gdy trzeba krzyczeć Nawet kiedy krzyczę, gdy powinienem milczeć Sumienie da mi znać, popiół mam zawsze przy sobie I nie musisz mi pomagać, sam wysypię go na głowę  To tylko krok, by granice przekroczyć Spuścić wzrok, nie patrzeć w oczy Przeszłość oddzielić grubą kreską Lecz może zdążę ułożyć jeszcze wszystko przed śmiercią To tylko krok, by pomyśleć i się cofnąć Zatrzymać w gardle słowo, które może kogoś dotknąć Czasem nie wolno odpuścić i stanąć z boku Bo w życiu są sprawy dużo ważniejsze niż spokój Nie chcę decydować o tym co uważasz za słuszne Lecz dlaczego tylko ja mam uważać? Kłótnie zniszczyły wiele relacji na mej drodze Ale cóż wiem co myślę, nie na wszystko się zgodzę Nie mam zamiaru spełniać czyichś oczekiwań W życiu nie chodzi o to, by sympatię zdobywać Więc czasem ktoś zarzuci Ci egoizm i co z tego? Masz wszelkie prawo do tego, by się bronić To boli, kiedyś blisko, teraz sobie obcy ludzie I trudno, tak musiało być, nie mam złudzeń Nie mam pretensji, nie czuję nienawiści I wszystkiego najlepszego, obcy jest mi smak zawiści Mszczą się słabi, nawiedzeni chcą Cię zbawić Czasami duma nie pozwala spraw naprawić Cóż, czasem granice ktoś przekracza A w życiu nie ma powrotów, czas przecież nigdy nie zawraca  To tylko krok, by granice przekroczyć Spuścić wzrok, nie patrzeć w oczy Przeszłość oddzielić grubą kreską Lecz może zdążę ułożyć jeszcze wszystko przed śmiercią To tylko krok, by pomyśleć i się cofnąć Zatrzymać w gardle słowo, które może kogoś dotknąć Czasem nie wolno odpuścić i stanąć z boku Bo w życiu są sprawy dużo ważniejsze niż spokój Tak wiele ocen wystawionych zbyt pochopnie Wiele decyzji podjętych zbyt gwałtownie Wracały do mnie, dlatego dziś biję się z sobą jedynie A w życiu innych stoję obok Czasem możemy nie znać czyjejś motywacji do czynu I oddalamy się od racji obierając zły azymut Słowo do wszystkich depozytariuszy prawdy Przyjdzie dzień, kiedy los to właśnie z Was zadrwi Jeśli nie znasz warunków fakty są Ci obce Jakbyś mieszkał na księżycu i chciał mówić coś o Polsce Czasem kompleksy biorą górę nad rozsądkiem Ale Twoje porażki z sobą, to nie jest mój problem Kiedyś za wszystko w życiu sam odpowiem Nikt mniej i nikt więcej, po prostu człowiek Gdzie jest granica co wolno i co warto, szukam A każdy krok jest dla mnie w życiu niespodzianką  To tylko krok, by granice przekroczyć Spuścić wzrok, nie patrzeć w oczy Przeszłość oddzielić grubą kreską Lecz może zdążę ułożyć jeszcze wszystko przed śmiercią To tylko krok, by pomyśleć i się cofnąć Zatrzymać w gardle słowo, które może kogoś dotknąć Czasem nie wolno odpuścić i stanąć z boku Bo w życiu są sprawy dużo ważniejsze niż spokój "
307,Choke Hold,The Haunted,thrash metal,5.65,6.6,You fucking maggots Don't crawl for me I'm not your friend Spare me your bullshit You animals with human eyes With power I constitute my norm With hatred I cleanse this putrid world We are the dead Rising! Life slips away Chokehold! You fucking insects Don't talk to me I'm not your friend Spare me your bullshit You animals with human eyes With power I constitute my norm With hatred I rule this blood dimmed world We are the dead Rising! Life slips away Chokehold! Sad mortals you're hollow Your man-made god won't save you Don't try to escape me I will prevail Transparent human life form Barbed wire in your veins Diseased and lifeless creatures Now enter death!
310,The Offering,Killah Priest,hip-hop,6.32,4.125," He rules in the neighborhood he rules Huh try on your robe man, yeah it fits it fits me too I like this ""Emperor"" huh priesthood The offering is now brung to 'em Show us how you do this talent (what the fuck is this) It's like this look  Nonchalantly I plant the words in the brain like ganja seeds Horizontally the way I write Gandhi Beneath a palm tree's calm breeze Like the summer in the late 40s Before the mob kick in the door Of the Don squeezing automatic Tommys Ablaze of glory that's how he lays A lamp shade Duke Ellington played The screen start to fade cut end the story (cut, cut, cut) Yo the next one opens up soda cups A bottle of grey goose in a room full of applejacks hats Cock ace deuce sam remo laced boots tapping the floor A lit cigar goons got my pops liemmed up with gats to his jaw He said ""where is the child that said to come from the Nile Now in the PJs"" he paused and freebased did a line (snnnniff) ""Not to be sublime but the kid is ahead of his time He turns Kool Aid into red wine Besides that he professes He should be the next king of BK (sniff) Besides Kane, Big and Jay GZA was underrated but still The Words from the Genius was the best stated"" I ain't scared to say it back in the day we had groups Like the Dismasters, rest in peace Mike Ski ""Part Time Hustler"" ruled to me Divine Sounds, Disco Ritchie and Shelton D I take it back what people do for money Money money money the offering Pay your tithes and your offerings This goes out to my niggas in them closed coffins OGs who was coke snorting On death row, dead men walking And them mothers never had abortions  I come to bring y'all ass whippings Rappers this y'all disaster As it's written he is risen with mac slugs AK shells a mask and gloves They made their Hell A basket thug and hollowed be thy tip Anoint your forehead and empty a clip For the average y'all spit And I hold my pen like a syringe Inject my paper with the thoughts of a gangster Scene 3, bullets sail threw his Tuxedo He fall for dead in the corner of the cathedral Doves flock to the ceiling chirping The murder of the godfather It's just my version a tied turban Rest on the god's dome Science study the structures of my jaw bone It's similar to the great pharaohs But I dealt with the streets and space travel Big Priest from the ace apple Pay your tithes and your offerings This goes out to my niggas in them closed coffins OGs who was coke snorting On death row, dead men walking And them mothers never had abortions  See the offering is pureness straight up hip hop That's what I'm giving you know (Yo hold up man yo Priest what happened to peace?) Oh; oh yeah peace peace peace peace peace Words of the don Leo Angel"
312,Skinny Man,The 5th Dimension,pop,5.37,5.19,"Hey and around and around he goes Hey and around and around he goes Hey and around and around he goes Hey and around and around he goes There was a skinny man who lived on a hill Hey and around and around And if I'm not mistaken, he lives there still Hey and around and around He's got a carrot catcher And roof top thatched Don't go to school or work like a fool Because he knows it's too hard He gets up in the morning And walks through the green Hey and around and around He knows all places where you've never been Hey and around and around Can't understand why he feels that way 'Cause I've felt that way too I like to walk in the woods all day When nothing else could do Hey and around and around he goes Look at what he's found As the leaves run through his toes Hey and around and around The skinny man who lives on the hill Hey and around and around He lives all alone and does what he will Hey and around and around There is no one to tell him what Or how or why or where He all the time complaining now For the girl who isn't there Hey and around and around he goes Look at what he's found As the leaves run through his toes Hey and around and around Hey and around and around he goes Hey and around and around he goes Hey and around and around he goes Hey and around and around he goes Hey and around and around he goes Hey and around and around he goes Hey and around and around he goes Hey and around and around he goes"
316,Wait Another Day,Uh Huh Her,electropop,6.181785714285715,4.364375,"I look at the starlight, I am shattered by the night Always run where I can and I hide where I wanna hide But it feels so right, I want it tonight It feels so right I went out of my mind I am caught here one more time I know how it feels tonight I can do nothing about it But it feels so right, I want it tonight You feel so right I will wait to love you I will wait another day For you I’d leave all this behind I will wait for you tonight I will waste another dream on you Always run to you I will take the long road But it leads right back to you Follow you into the sun I will steal this time for you But it feels so right I want it tonight You feel so right I will wait to love you I will wait another day For you I’d leave all this behind I will wait for you tonight I will waste another dream on you Always run to you"
