,track,artist,genre,valence_tags,arousal_tags,lyrics
645,Disco Sheets,Wolf Parade,indie,6.596666666666668,4.84,"I saw a secret place Oh yes, show it to me again show me to Your secret place Oh yes, show it to me again, show it to me I know everybody's got something disgraceful Everybody, that's what the sake of… It looks so pretty in the light— In the night's light Show it to me again, show it to me again Show it to me again, show it to me, oh I'm sorry about the dark… Bum, bum, bum, bum, bum … I'm sorry about the dark… Bum, bum, bum, bum, bum … You breathe (clapclapclap) Deeper than I do, (clapclapclap) I do. (clapclapclapclap clap) He breathes (clapclapclap) Deeper than I do, (clapclapclap) I do. (clapclapclapclap clap) I breathe shallow like I could've spied on spite One time I spied on you I'm sorry about the dark… Bum, bum, bum, bum, bum … I'm sorry about the dark… Bum, bum, bum, bum, bum … Everybody got their lid on tight Everybody says, ""Come with me I'm easy, and then we'll see who's got the secrets."" So if you're looking for romance I got answers Where the dancers evidently say, ""Come with me I'm easy, and we'll see who is the deepest."" And everybody got their hair just right And their lips just right, and their eyes say, ""Come with me I'm easy, and then we'll see who gots the secrets."" No one has to see, believe me Oh, I'm sorry about the dark… Bum, bum, bum, bum, bum …"
646,Ashamed Of Myself,Kelley Polar,electronic,6.84,4.815,You said you might have met me But I knew that was a lie I wonder if you'd let me But would never even try And you ... ... know no reason why But I don't want to know you I just want to objectify I knew you wouldn't care for me I know I tried my best ... staring ... best But I don't want to share you I just want to possess You make me Ashamed of myself And I don't want Nobody else You said you might have met me But I knew that was a lie I wonder if you'd let me But would never even try And you ... ... know no reason why And don't want no trouble But I know what lovе can bring Do the most unspeakable ... You makе me Ashamed of myself
648,All That You Have is Your Soul,Emmylou Harris,pop,5.82,4.82," Oh my mama told me 'Cause she said she learned the hard way She say she wanna spare the children She say don't give or sell your soul away 'Cause all that you have is your soul  Don't be tempted by the shiny apple Don't you eat of the bitter fruit Hunger only for a taste of justice Hunger only for a world of truth 'Cause all that you have is your soul  Well I was a pretty young girl once I had dreams, I had high hopes Married a man and he stole my heart away He gave his love, but what a high price I paid For all that you have is your soul  Why was I such a young fool? Thought I'd make history, making babies was the best I could do Thought I'd made something that could be mine forever Found out the hard way one can't possess another And all that you have is your soul So don't be tempted by the shiny apple Don't you eat of the bitter fruit Hunger only for a taste of justice Hunger only for a world of truth 'Cause all that you have is your soul  I thought, thought I could find a way To beat the system, to make a deal and have no debts to pay I'd take it all, I'd take it all, I'd run away Me for myself, first class and first rate But all that you have is your soul  Here I am, I'm waiting for a better day A second chance, a little luck to come my way A hope to dream, a hope that I can sleep again And wake in the world with a clear conscience and clean hands 'Cause all that you have is your soul  So don't be tempted by the shiny apple Don't you eat of the bitter fruit Hunger only for a taste of justice Hunger only for a world of truth 'Cause all that you have is your soul Oh my mama told me 'Cause she said she learned the hard way She said she wanna spare the children She said don't give or sell your soul away 'Cause all that you have is your soul  All that you have All that you have All that you have Is your soul"
653,There Is Nothing Like,Hillsong United,worship,5.9202941176470585,4.1135294117647065,Father true and merciful Bound to me with love Adopted in free from all sin Jesus Saviour glorified Your offering none could give I stand before You humbled and in awe (Pre-Chorus) And all To You God For all You are to me (Chorus) There is nothing like There is nothing like Your Love.. Your Love (Verse 2) Holy Spirit gift of God Teach my soul to soar Train me in Your Holy ways oh Lord (Pre-Chorus) (Chorus) (Bridge) I love you forever I love you forever I love you forever Lord (Pre-Chorus) (Chorus) Christian lyrics - THERE IS NOTHING LIKE LYRICS - HILLSONG UNITED
657,Go Away,Archer Prewitt,indie,3.05,1.8,I must admit I wonder When she brought up all of those things on her mind I couldn't do much better When I told her everything was fine I had to go away I had to go away I might have waited longer Seemed like forty days and eighty nights But Then I saw my angel It seemed like everything would turn out right Set my heart aflame She became my everything See the joy she brings If we can get through this You know we got our wish We took it to the level And we held out for more And isn't it a trist The things we might have missed; Of stickin' with the wrong too long to know what right was And isn't it a shame? We have only ourselves to blame At least thats what they tell you when you take the back door But it just never fit; The thought of makin' it end Lets leave it to the pretty boys and girls in the show Why do we go away? Why do we go away? Why do we go away?
658,I Lied About Everything,The Secret Handshake,electronic,7.25,2.49,"I'm not sure of what I'm thinking Maybe I think too much Swimming round inside my pitchball life Not reading all the books I'll tell you what they say One of them or all of them today And no, she doesn't know the dates She'd never know the weight And I'd really like to see you one last time And no, she doesn't know the dates She'd never know the weight And I'd really like to see you one last time All this time was wasted on you So burn the lights and breaking bridges is what we're seeing I didn't think this would Or could ever happen to me at all Now that I am the one I'd really rather not be anything Anything at all And you will call about the things They don't matter at all, at all, at all You will follow around the things They don't matter at all, at all, at all And no, she doesn't know the dates She'd never know the weight And I'd really like to see you one last time And no, she doesn't know the dates She'd never know the weight And I'd really like to see you one last time And no, she doesn't know the dates She'd never know the weight And I'd really like to see you one last time And no, she doesn't know the dates She'd never know the weight And I'd really like to see you one last time"
660,22nd Century,Nina Simone,jazz,1.24,1.5,"There is no oxygen in the air Men and women have lost their hair Ashen faces legs that stand Ghosts and goblins walk in this land When tomorrow becomes yesterday And tomorrow becomes eternity When the soul with the soul goes away beyond When life is taken and there are no more babies born And there is no one and there is everyone When there is no one and there is everyone Tomorrow will be the 22nd century Tomorrow will be the 22nd century Tomorrow will be the 22nd century It will be, it will be, it will be ahh 21st century was here and gone And the 20th century was the dawn The begining of the end was the 21st When the 20th century was at an end 1990 was the year when the plagues struck the earth 1988 was the year when men and women Struck out for freedom And bloodletting was the thing that was People said there was no god And there was no reason And there was no cause 1972 was right all the way Drums and bugles blasting all though the day Right wing left wing middle of the road Side winder backswinger backlash whiplash Race stockings red stockings Liberation of women liberation of men Everybody carrying a heavy load Tomorrow will be the 22nd century Tomorrow will be the 22nd century Tomorrow will be the 22nd century It will be, it will be, it will be It will be ahh Liberation of animals Prevention of cruelty to animals men and beast Flying and on flying flying things Revolution of music poetry love and life Sex change change change Man is woman woman is man Even your brain is not your brain Your heart is a plastic thing which can be bought There are no more diseases which can be caught Man became the thing that he worships Man today became his god That was the day that man and woman truly became bored Man became his good Man became his evil Man became his god And man became his devil Tomorrow will be the 22nd century Tomorrow will be the 22nd century Tomorrow will be the 22nd century It will be, it will be, it will be ahh Young women without money caught Big dogs living in marble lofts Young men die in spring Boys of 7 falling in love Give that lady fair a diamond ring Wedding wedding wedding wedding No a wedding ain't the thing Don't want no preacher Don't want no preacher man preachin Give me your hand and take my hand This is better than anybody's preacher man Truth Truth is now unfold It says 7 years 7 years so I am told Don't sway me over Don't try to sway me over to your day On your day Your day will go away Tomorrow will be the 22nd century Tomorrow will be the 22nd century Tomorrow will be the 22nd century It will be, it will be, it will be ahh Oh tomorrow will be the 22nd century It will be, it will be, it will be It will be, it will be, it will be, it will be, it will be"
664,The Portrait,King Diamond,metal,2.41,4.48,"""My Mother Was Obsessed By Evil Jealousy She Didn't Want Nobody To Even Look At Molly She Kept Me Locked Up In This Attic 'Till I Died Only 4 Years Old, My Story Left Untold"" Oh Molly...Oh Molly ""Mother Was Struck By This Infallible Idea If She Could Paint My Portrait I Would Remain Immortal And I Could Hang Downstairs Above The Fireplace A Little Girl In Lace, Not A Single Trace Of Crime"" Solo: Andy ""Each day And Night She Worked And Autumn Turned To Spring For Every Stroke She Painted A Little Life Was Ended At Last I Felt So Weak I Could Not Even Speak But In That Fatal Portrait My Spirit Came To Life Again"" Oh Molly Solo: Mike - Theme: Mike ""That Night I Made The Portrait Speak In Evil Tongue: You're Gonna Go Beyond Too, May Pain And Death Bestow You She Grabbed A Book And Spoke Aloud An Ancient Rhyme While She Burned The Portrait In The Candle Of Fate"" Oh Molly ""I've Gotta Se Ma"""
666,100 Ways,Porno for Pyros,alternative rock,5.980113636363637,4.0577272727272735,"You didn't have to give your necklace to me before I left Now I lay awake and think how very smart you were I thought about you everyday I hear the rain comin' in from miles away The air is as clean as your skin next to my face Thought about you everyday 100 ways I thought about you and me a hundred ways 100 ways And now I lay awake and dream you're there above my face Look into my eyes the way you do, don't look away Thought about you every day Birds fall in love here right above my head They make the same kind of sounds you do When we're laying in my bed 100 ways I thought about you and me a hundred ways 100 ways And if I had my way when I woke up In the morning, I would read and write Before I ever drew the shades, I would kiss you Before you opened up your eyes Birds build their homes here right above my head They make the same kind of sounds you do When we're laying in my bed 100 ways I thought about you and me a hundred ways 100 ways"
667,Home,Sheryl Crow,rock,5.577166666666665,3.909166666666666," I woke up this morning Now I understand What it means to give your life To just one man Afraid of feeling nothing No bees or butterflies My head is full of voices And my house is full of lies  This is home, home And this is home, home This is home  I found your standing there When I was seventeen Now I'm thirty-two And I can't remember what I'd seen in you I made a promise Said it everyday Now I'm reading romance novels And I'm dreaming of yesterday  This is home, home And this is home, home This is home I'd like to see the Riviera And slow dance underneath the stars I'd like to watch the sun come up In a stranger's arms  This is home, home And this is home, home This is home  I'm going crazy A little everyday And everything I wanted Is now driving me away I woke this morning To the sound of breaking hearts Mine is full of questions And it's tearing yours apart..."
670,Train Under Water,Bright Eyes,indie,5.37142857142857,3.737857142857143," You were born inside of a raindrop I watched you falling to your death And the sun, well, she could not save you She'd fallen down too, now the streets are wet  Body of water, toxic and timeless Atlantic Ocean, New York skyline I always get lost when I leave the village So I couldn't come meet you in Brooklyn last night  But I sing glory from my lowest And I will say peace to the people I meet While the world waits for an explosion That instant of life that wipes the slate clean  So don't be fooled, no, don't get lied to Love was always cruel And don't act strange, don't be a stranger It happened to me, now it's happening to you But if you take that train under water then we could talk it through  Well if I could tame all of my desires Wait out the weather that howls in my brain Because it seems that it's always changing The wind's indecision, the sorrowful rain  Yeah, I was a postcard, I was a record I was a camera until I went blind And now I'm riding all over this island Looking for something to open my eyes  But I still sing glory from my high rise And I will say thanks if you're pouring my drinks While the world waits for an explosion That moment in time when we'll be set free  So don't stay mad, just let some time pass And in the morning you'll wake feeling new And if I don't come back, I mean, if I get side tracked It's only cause I wanted to I'm keeping up with the moon on an all-night avenue "
672,Fall for You,Kylie Minogue,electronic,5.71,6.25," Haha I will fall for you, baby  Didn't know the risk I'm taking 'Cause I know all the rules I'm breaking are all for you Never gonna let go, 'cause you know  I can't believe I'm falling In love another time How long have you been calling? My heart up on the line  So why did you go setting off the alarms? Screaming out loud, can't resist your charms Hard as I try can't ignore it or runaway I will fall for you, baby And why did go set your aim on me? Try to make it cool but there's chemistry I'm in a fix and I'm finding it hard, I couldn't say I will fall for you, baby  Didn't know the risk I'm taking Cause I know all the rules I'm breaking are all for you Never going to let go, 'cause you know I can't believe I'm falling In love another time How long have you been calling? My heart up on the line  So why did you go setting off the alarms? Screaming out loud, can't resist your charms Hard as I try can't ignore it or runaway I will fall for you, baby And why did go set your aim on me? Try to make it cool but there's chemistry I'm in a fix and I'm finding it hard, I couldn't say I will fall for you, baby   So why did you go setting off the alarms? Screaming out loud, can't resist your charms Hard as I try can't ignore it or runaway I will fall for you, baby And why did go set your aim on me? Try to make it cool but there's chemistry I'm in a fix and I'm finding it hard, I couldn't say I will fall for you, baby I will fall for you, baby I will fall for you, baby And why did go set your aim on me? Try to make it cool but there's chemistry I'm in a fix and I'm finding it hard, I couldn't say I will fall for you, baby"
673,Wilderness,Bat for Lashes,alternative,4.543333333333333,3.595," I took my lanes to the sea We had just pressed the shells into our bones And we saw the queen in the sky Gently revealing the treasures of her crowns We took off all of our armour Every last single drop of gold And we banished the land Lifted our bodies right up into the cold  Wilderness In the darkest light I call out to my brothers Come join me in flight  And the tears they did roll From the salty sea, the rainy sky And the wide eyes, the wide eyes My heart it did swell As the grandest of stars burst out names in the skies I could see but a thousand Of families and friends I have thought but long gone And the thunder claps hands as I embrace them And we howled out to every single last one Wilderness In the darkest night I call out to my brothers Come join me in flight Wilderness In the darkest night I call out to my brothers Come join me in flight"
674,Suddenly Is Sooner Than You Think,Dntel,electronic,5.053269230769231,3.038653846153846,"I carry it, your body From the freeway I cried as if my tears Would bring you back to me The sirens followed close behind But they were too late Deserved to drown The last words Then you whispered; Suddenly is soon, sooner than you think Suddenly is soon, sooner than you think Suddenly is soon... ...sooner than you think Outside, under, a road Backwards, into, the ground Miss you Down, down Miss you Down, down Suddenly is soon, sooner than you think Suddenly is soon, sooner than you think"
675,Ain't Misbehavin' (I'm Savin' My Love for You),Leon Redbone,jazz,3.05,3.05,No one to talk to ....all by myself No one to walk with.....I'm happy on the shelf Ain't misbehavin'......savin' my love for you I know for certain......the one I love I'm through with flirtin'......it's just you that I've been thinkin' of Ain't misbehavin'.......savin' my love for you Like Jack Horner.....in that ole corner Don't go nowhere.....what do I care? Your kisses are worth waitin' for......believe me I don't stay out late.......no where to go I'm home about eight......just me and my radio Ain't misbehavin'.......savin' my love for you Like Jack Horner.....in that ole corner Don't go nowhere.....what do I care? Your kisses are worth waitin' for......believe me I don't stay out late.......no where to go I'm home about eight......just me and my radio Ain't misbehavin'.......savin' my love for you Ain't misbehavin'......I'm savin' my love for you
678,The Music Weaver,Sandy Denny,folk,3.3399999999999994,1.405,I'm a long way from you I'm a long way from home And who cares for the feeling Of being alone? The notes and the words They will always unfold And I'm left with a manuscript That will grow old And the secrets all told anyway So the song it is yours And the song it is mine And a cold wind it blows Through good fortunes of time The hobo he leaves When the going is bad And the music he weaves Is so gentle and sad But freedom he has anyway
682,"There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet",Panic! at the Disco,emo,6.497307692307692,5.245512820512819," Please leave all overcoats, canes, and top hats with the doorman From that moment, you'll be out of place and under-dressed I'm wrecking this evening already, and loving every minute of it Ruining this banquet for the mildly inspiring, and... Please leave all overcoats, canes, and top hats with the doorman From that moment, you'll be out of place and under-dressed I'm wrecking this evening already, and loving every minute of it Ruining this banquet for the mildly inspiring, and...  When you're in black slacks With accentuating off-white pinstripes, whoa-oh Everything goes according to plan  I'm the new cancer, never looked better, you can't stand it Because you say so under your breath You're reading lips, ""When did he get all confident?"" Haven't you heard that I'm the new cancer? Never looked better and you can't stand it  Next is a trip to the, the ladies' room in vain, and I bet you just can't keep up with (Keep up) with these fashionistas And tonight, tonight, you are, you are a whispering campaign I bet to them, your name is cheap, I bet to them, you look like sh... Talk to the mirror, oh, choke back tears And keep telling yourself that ""I'm a diva!"" Oh, and the smokes in that cigarette box on the table They just so happen to be laced with nitroglycerin I'm the new cancer, never looked better, you can't stand it Because you say so under your breath You're reading lips, ""When did he get all confident?"" Haven't you heard that I'm the new cancer? Never looked better and you can't stand it  Haven't you heard that I'm the new cancer? I've never looked better and you can't stand it Haven't you heard that I'm the new cancer? I've never looked better and you can't stand it  And I know, and I know it just doesn't feel like A night out, with no one sizing you up I've never been so surreptitious So, of course, you'll be distracted when I spike the punch And I know, and I know it just doesn't feel like A night out, with no one sizing you up I've never been so surreptitious So, of course, you'll be distracted when I spike the punch And I know, and I know it just doesn't feel like A night out, with no one sizing you up I've never been so surreptitious So, of course, you'll be distracted when I spike the punch!"
683,Hey You!!!,The Cure,happy,6.790000000000001,5.785," Hey you! Yes, you Yes, you, the one that looks like Christmas Come over here and kiss me Kiss me  Hey you! Yes, you You the one that looks delirious Come over here and kiss me Kiss me  Hey you! Hey you! Hey you! Hey you!"
687,Your Children Will Burn,Unleashed,death metal,3.08,5.87,"Religious filth, spreading like the plague Bombs and prayers The damage you've done, will not be gone In a thousand years -The world will be mine again- I will bring you Destruction,hatred and terror You will bleed for me Destruction,hatred and terror You children will burn I laugh at your faith, you are all the same Maggots of God Prophets and priests, and their fascist beliefs Will be torn apart -The world will be mine again- I will bring you Destruction,hatred and terror You will bleed for me Destruction, hatred and terror You children will burn"
688,Seeing Other People,Belle and Sebastian,indie,6.338000000000002,4.176333333333333,"We lay on the bed there Kissing just for practice Could we please be objective? Cause the other boys are queuing up behind us A hand over my mouth A hand over the window Well, if I remain passive and you just want to cuddle Then we should be ok, and we won't get in a muddle We're seeing other people At least that's what we say we are doing So how are you feeling? I don't think you can be dealing With the situation very well You take a lover for a dirty weekend, that's ok When it's over You are looking at the working week through the eyes of a gigolo You're kissing your elbow You're kissing your reflection And you can't understand why all the other boys are going for the New, tall, elegant rich kids You can bet it is a bitch, kid But if they don't see the quality then it is apparent that You're going to have to change Or you're going to have to go with girls You'd be better off At least they know where to put it We lay on the bed there Kissing just for practice Could we please be objective? Cause the other boys are queuing up behind us A hand over my mouth A hand over the window Well, if I remain passive and you just want to cuddle Then we should be ok, and we won't get in a muddle We're seeing other people At least that's what we say we are doing Seeing other people At least that's what we say we are doing Seeing other people At least that's what we say we are doing"
692,Be Quiet and Drive (Far Away) (Acoustic),Deftones,acoustic,5.221428571428572,3.361428571428572," This town don't feel mine I'm fast to get away, far  I dressed you in her clothes So drive me, far  Away Away Away  It feels good To know you're mine Now drive me, far  Away Away Away  Away Away Away Away Away Away Away Away Away Away Away (That was fucking it right there) Yeah we fuckin' nailed it"
694,The Elements,Tom Lehrer,comedy,7.689130434782609,5.705869565217392,"There's antimony, arsenic, aluminum, selenium, And hydrogen, and oxygen, and nitrogen, and rhenium And nickel, neodymium, neptunium, germanium And iron, americium, ruthenium, uranium Europium, zirconium, lutetium, vanadium And lanthanum, and osmium, and astatine, and radium And gold, protactinium, and indium, and gallium, And iodine, and thorium, and thulium, and thallium There's yttrium, ytterbium, actinium, rubidium And boron, gadolinium, niobium, iridium And strontium, and silicon, and silver, and samarium And bismuth, bromine, lithium, beryllium, and barium There's holmium, and helium, and hafnium, and erbium And phosphorus, and francium, and fluorine, and terbium And manganese, and mercury, molybdenum, magnesium Dysprosium, and scandium, and cerium, and cesium And lead, praseodymium, and platinum, plutonium Palladium, promethium, potassium, polonium And tantalum, technetium, titanium, tellurium And cadmium, and calcium, and chromium, and curium There's sulfur, californium, and fermium, berkelium And also mendelevium, einsteinium, and nobelium And argon, krypton, neon, radon, xenon, zinc, and rhodium And chlorine, carbon, cobalt, copper Tungsten, tin, and sodium These are the only ones of which the news has come to Harvard And there may be many others but they haven't been discovered"
696,Can't Explain,Longview,indie,5.57,3.38,You know what they say At the end of the day But days fade away And where does time go please Is it moments like these And I dream of one Daytime tv Unhappy families Say nothing to me And so it goes I guess I suppose For after all agreed Can't explain Waiting for hours Hours turn to days Days turn to years I'm still here Waiting for hours Hours turn to days Days turn to years I'm still here Driving down showers Box got no flowers The sun is going down And I wish I could go To where I don't know But I'd like to go Can't explain Just the same Just the same Same again Waiting for hours Hours turn to days Days turn to years I'm still here Waiting for hours Hours turn to days Days turn to years I'm still here Can't explain Just the same Just the same Same again Waiting for hours Hours turn to days Days turn to years I'm still here Waiting for hours Hours turn to days Days turn to years I'm still here
697,Caught a Long Wind,Feist,indie,5.54551724137931,3.476551724137932," Little bird, have you got a key? Unlock the lock inside of me Where will you go to keep yourself afloat? Feeling old until the wings unfolded Caught me a long wind  Where will we go To keep ourselves afloat?  I caught a long wind A long life wind  I got to know the sky But it didn't know me Got to see the land And land on top of the sea And be the bird, be the key And now the current tells What the wave withheld And then the lightning sang Of where the light would land Where will you go To keep yourself afloat?  I caught a long wind A long life wind  Like a swallow A night owl A little chickadee Sad sparrow Good morning bird Good nightingale I took a deep breath And caught a long wind"
698,Beware The Dog,The Griswolds,alternative,8.37,6.32," We used to go Where no one dared to go And now you chase the dragon on your own She used to suck the fun out of me Beware the dog who's howling songs about defeat Begging for love but you're old enough to know better than you know You hate so much that you're better off alone  She used to suck the life out of me We used to joke and it felt like home But now it's all just hazy We used to walk where the wild things grow But now you're fucking crazy We used to go where the cool kids go But now you're just too lazy We used to joke and it felt like home But now you're fucking crazy Crazy, crazy, crazy (Wooh!)  Beware the ghost who lives on Salamander Road Trapped in a cloud of smoke It's old enough to know better than it knows Hates so much you'd better leave that prick alone She used to suck the life out of me We used to  and it felt like gold But now it's all just hazy We used to walk where the wild things grow But now you're fucking crazy We used to go where the cool kids go But now you're just too lazy We used to joke and it felt like home But now you're fucking crazy Crazy, crazy, crazy (Wooh!)  (Oh! Oh! Oh!) (Oh! Oh! Oh!) (Oh! Oh! Oh!) (Oh! Oh! Oh!) She used to suck the fun out of me We used to joke and it felt like home But now you're fucking crazy We used to walk where the wild things grow But now it's all just hazy We used to go where the cool kids go But now you're just too lazy We used to joke and it felt like home But now you're fucking crazy Crazy, crazy, crazy (Wooh!)"
699,Undecided,The Magic Numbers,indie,7.64448,4.536,"Better not try to beat you tonight if I'm not the one you want In this house of cards it would be a false alarm from the start It's better if time stops me from trying, I just want to bring it back If this hit place puts a smile on your face, was I born to love alone I don't want to hear you cry no more Step inside the door I don't want to hear those lies, I'm sure I've heard it all before And you left me waiting so long I was waiting so long I've been waiting so long What if know this house alone each time I took you in There's a sound that you make when you lie to my face, don't you know? Tell my you've changed full to the game, I'm not the one you want It's like my heart aches with each knock that you make, I was born to love alone I don't want to hear you cry no more Step inside the door I don't want to hear those lies, I'm sure I've heard it all before And you left me waiting so long I was waiting so long I've been waiting so long Ooh it's undecided love But you never believe me and maybe I know Oh, honey, I know, it's undecided love But you never believe and maybe I know Honey I know, it's undecided love Taking it away, you can't complain so every little blue I have Gotta find a peace of mind when I look after the tear that's gone Ooh, It's time to let you know I don't want to hear you cry no more Step inside the door I don't want to hear those lies, I'm sure I've heard it all before And you left me waiting so long I was waiting so long I've been waiting so long Ooh it's undecided love But you never believe me and maybe I know Oh, honey, I know, it's undecided love But you never believe and maybe I know Honey I know, it's undecided love"
700,White Waves,Shearwater,rock,6.245,5.08,"I won't go traveling tonight I won't go back to the wolves, now There's something singing in the ice In the deepest part of the world And a film across my eyes As I'm watching all the waves turn white Took me out on the tide To make pearls of my eyes And uncover me, oh, without asking Tore every stitch, every line, every hook, every eye Between him and the diamonds, diamonds Maybe tonight (I'll give in) With you holding my arms and my stuttering heart Is unbound and flayed alive Oh, don't go traveling tonight Hold that child in your arms Well, there's no more canaries in the mine And a cloud, black over the water And a voice, low in my ear Says, ""The things that we did here will never die"""
701,Teenage Crime,Adrian Lux,dance,5.783333333333334,3.983333333333333," We don't sleep when the sun goes down We don't waste no precious time All my friends in the loop Making up for teenage crime Making up for teenage crime (crime, crime, crime)  We don't sleep when the sun goes down We don't waste no precious time All my friends in the loop Making up for teenage crime We don't sleep when the sun goes down We don't waste no precious time All my friends in the loop Making up for teenage crime (crime, crime, crime) Making up for teenage Making up for teenage Making up for teenage Making up for teenage crime (crime, crime, crime)  We don't sleep when the sun goes down We don't waste no precious time All my friends in the loop Making up for teenage Don't go away Don't go away Don't go away Don't go away"
704,Because I Do,Pearl And The Puppets,indie pop,6.58,3.815,I saw you the other day And you were dreaming and that's okay I saw you the other day You were sleepin' on a boat but that's okay Because I do like you I do like you today I saw you the other day And you were tearful but that's okay Saw you the other day And you were screaming with laughter but that's okay Coz I do like you I do like you today Because I do like you I do like you Pa pa para pa pa pa (x3) Pa pa I saw you the other day And you were drinking whisky but that's okay And I saw you the other day And you were falling all over but that's okay Coz I do like you I do like you today Because I do like you I do like you I close my eyes So I'm not seeing I shut my ears So I'm not hearin' I close my eyes So I'm not seein' You're out of reach And now I'm bleeding (x2) I close my eyes I close 'em I close my eyes I close my eyes I close them Because I do like you I do like you today Because I do like you I do like you Pa pa para pa pa pa (x8)
705,Bike Test 1 2 3,Bomb the Music Industry!,ska,7.57,5.5,"Full speed along the North Oconee River I can feel it in my forehead and while that always fails, my lungs are getting clearer I can see trucks racing by on the roof above my trail, cops are waiting to ticket Anyone with out of state plates, I'm not missing anything Swore off all prescribed medication And rode two miles through nowhere to a water fountain spitting out hot water I sit at a bench at a compost heap And I'm about to pedal up a sixty degree slope At the top of a hill at a very, very rapid speed There's one, only one, only one, only one place left to go At the top of a hill at a very, very rapid speed There's one, only one, only one, only one place left to go At the top of a hill at very high speed There's nowhere to go but down At the top of a hill at very high speed There's nowhere to go but down At the top of a hill at very high speed There's nowhere to go but down And it gets easier As I ascend my bike uphill on foot 'Cause last time I kicked it into first I broke a gear by going too hard And it gets easier As I pass the Edward Scissorhands village Where privileged white kids date rape girls And taunt me in their SUVs And it gets easier As I see the double vans in our driveways I'm glistening now but I know someday I won't even break a sweat And it gets easier, and it gets easier As time goes things can only get better And it gets easier, and it gets easier As time goes things can only get better And it gets easier, and it gets easier As time goes things can only get better And it gets easier, and it gets easier As time goes things can only get better R-I-D-E, I wanna R-I-D-E, I wanna R-I-D-E, I wanna ride"
706,Joking,Indigo Girls,rock,8.0,5.76, You said the world was magic I was wide-eyed and laughing We were dancing up to the bright side Forget about your ego Forget about your pride And you will never have to compromise  And you were only joking You were only joking brother  We talked about our mothers Kissed the wounds of our fathers I could have been your sister I would have been your brother You kissed me like I was a soldier Headed for a war I dying man but I don't know what for  And you were only joking You were only joking brother You were only joking (wide-eyed and laughing) You were only joking brother (dancing up to the bright side) Gravel and glass on the bottom of my feet I bruised my heels on the swollen street We were girls in bars Boys on the town Bumping like a pinball off a careless crowd  You said good friends are hard to come by I laughed and bought you a beer It's too corny to cry Well sentiment given Oh sentiment lost You shake it off with a smirk and a toss  And you were only joking You were only joking brother You were only joking Were only joking brother And you were only joking (gravel and glass on the bottom of my feet) You were only joking brother (I bruised my heels on the swollen street) You kissed me like a soldier heading for a war (joking) I'm a dying man (you were only joking) And you were only joking (don't know what for) (dying man) You were only joking brother (don't know what for) And you were only And you were only And you were only joking Brother One two three four Ah yeah Sha la Sha la Sha la Sha la Sha la (wide eyed and laughing) Sha la (dancing up to the bright side) Sha la (wide eyed and laughing) Sha la (dancing up to the bright side)
707,Staplegunned,The Spill Canvas,emo,7.277352941176471,5.585588235294118," It was in the lobby when I set my sights on you Should've kissed you in the elevator But I was too scared to It was in the morning when I made up my mind I want you staple-gunned right to my side all of the time  Do I have to spell it out for you Or scream it in your face? Oh, the chemistry between us could destroy this place Do I have to spell it out for you Or whisper in your ear? Oh, just stop right there I think that we've got something here  We were all alone when I finally made a pass at you It didn't work, and no it never does But you know how I do We were on the phone when I made up my mind I want you staple-gunned right to my side all of the time  (x2)"
711,Money,Vitamin C,pop,5.57,3.38," Money makes the world go round The world go round, the world go round Money makes the world go round The world go round, the world go round (Money) Money makes the world go round The world go round, the world go round It doesn't matter if you're up or down 'Cause money makes the world go round  Say what you will because you know it's true No hundred dollar bill, no fun for you Dream of your life as your days go by Trapped in a job 'til the day you die Those with the dollar are those with the power Getting more clearer every minute and hour Keep on your path hanging on by a thread With anyone's luck you might get ahead  Money makes the world go round The world go round, the world go round Money makes the world go round The world go round, the world go round (Money) Money makes the world go round The world go round, the world go round It doesn't matter if you're up or down 'Cause money makes the world go round Say what you will because you know it's true They're do different from me and you Got no credit and you got no cash Living the high life, living so fast Stare at the sky and wish upon a star You gotta dream that'll take you real far Scratch at your head and you toss in your bed You just can't escape these words she said  Money makes the world go round The world go round, the world go round Money makes the world go round The world go round, the world go round (Money) Money makes the world go round The world go round, the world go round It doesn't matter if you're up or down 'Cause money makes the world go round  I wish it was love, I wish it was love I wish it love, but it's not. it's money I wish it was you, I wish it was me I wish it was us, but it's not, it's money Money makes the world go round The world go round, the world go round Money makes the world go round The world go round, the world go round (Money) Money makes the world go round The world go round, the world go round It doesn't matter if you're up or down 'Cause money makes the world go round  I wish it was love (money) I wish it was love I wish it was love, but it's not  It doesn't matter if you're up or down Cause money makes the world go round Cause money makes the world go round The world go round, the world go round"
712,Better Change Your Mind,William Onyeabor,funk,6.484999999999999,4.89,"America You ever think this world is your, eh? And you Russia, hey yeah You ever think this world is yours? You China You ever think this world is yours, eh? And you Cuba, hey yeah You ever think this world is yours? Canada You ever think this world is yours, eh? heh? And you Britain, hey yeah You ever think this world is yours? If you are thinking so My friends Better change your mind If you are thinking so My friends Better change your mind Because there is no other one Except God, who owns this world Hey, hey, hey  That's not bad And you France You ever think this world is yours, eh? heh? And you rich man, hey yeah You ever think this world is yours? You white man You ever think this world is yours, eh? heh? And you black man, Hey yeah You ever think this world is yours? Leaders You ever think this world is your, eh? President, hey yeah You ever think this world is yours? If you are thinking so My friends Better change your mind If you are thinking so My friends Better change your mind Because there is no other one Except God, who owns this world"
